module code,title,skill
ABM5001,Leadership in Biomedicine,leadership
ABM5001,Leadership in Biomedicine,biomedicine
ABM5002,Advanced Biostatistics for Research,medical research
ABM5002,Advanced Biostatistics for Research,statistical method
ABM5002,Advanced Biostatistics for Research,biostatistics
ABM5002,Advanced Biostatistics for Research,researchers
ABM5002,Advanced Biostatistics for Research,healthcare professionals
ABM5002,Advanced Biostatistics for Research,communicate
ABM5002,Advanced Biostatistics for Research,investigate
ABM5002,Advanced Biostatistics for Research,sampling
ABM5002,Advanced Biostatistics for Research,stata
ABM5002,Advanced Biostatistics for Research,r
ABM5002,Advanced Biostatistics for Research,spss
ABM5002,Advanced Biostatistics for Research,illustrated
ABM5003,Biomedical Innovation & Enterprise,research and development
ABM5003,Biomedical Innovation & Enterprise,furnish
ABM5003,Biomedical Innovation & Enterprise,stage
ABM5003,Biomedical Innovation & Enterprise,commercialization
ABM5003,Biomedical Innovation & Enterprise,innovation
ABM5003,Biomedical Innovation & Enterprise,lecturers
ABM5004,Capstone Project,reach
ABM5004,Capstone Project,research
ABM5004,Capstone Project,track
ABM5004,Capstone Project,msc
ABM5004,Capstone Project,investigator
ABM5004,Capstone Project,program generate
ABM5101,Applied Immunology,immune system
ABM5101,Applied Immunology,immunological
ABM5101,Applied Immunology,related industries
ABM5101,Applied Immunology,immunology
ABM5101,Applied Immunology,innovations
ABM5101,Applied Immunology,experimental
ABM5101,Applied Immunology,research
ABM5101,Applied Immunology,translated
ABM5101,Applied Immunology,interactive
ABM5102,Vaccine development and its modern applications,infectious disease
ABM5102,Vaccine development and its modern applications,vaccines
ABM5102,Vaccine development and its modern applications,immunization
ABM5102,Vaccine development and its modern applications,vaccine
ABM5102,Vaccine development and its modern applications,innovations
ABM5102,Vaccine development and its modern applications,new developments
ABM5102,Vaccine development and its modern applications,immunological
ABM5102,Vaccine development and its modern applications,evidence based
ABM5102,Vaccine development and its modern applications,based learning
ABM5103,Advanced technologies in immune therapeutic development,immune system
ABM5103,Advanced technologies in immune therapeutic development,system analysis
ABM5103,Advanced technologies in immune therapeutic development,gene therapy
ABM5103,Advanced technologies in immune therapeutic development,edge technologies
ABM5103,Advanced technologies in immune therapeutic development,immunology
ABM5103,Advanced technologies in immune therapeutic development,research
ABM5103,Advanced technologies in immune therapeutic development,advanced technologies
ABM5103,Advanced technologies in immune therapeutic development,nanotechnology
ABM5103,Advanced technologies in immune therapeutic development,phenotypes
ABM5103,Advanced technologies in immune therapeutic development,targeting
ABM5103,Advanced technologies in immune therapeutic development,e
ABM5103,Advanced technologies in immune therapeutic development,antibodies
ABM5103,Advanced technologies in immune therapeutic development,cytokines
ABM5103,Advanced technologies in immune therapeutic development,chemotherapy
ABM5104,Microbiome-Aging-Immunity crosstalk,modulate
ABM5104,Microbiome-Aging-Immunity crosstalk,immunotherapy
ABM5104,Microbiome-Aging-Immunity crosstalk,immunization
ABM5104,Microbiome-Aging-Immunity crosstalk,targeted
ABM5104,Microbiome-Aging-Immunity crosstalk,analytics
ABM5105,Drugs used in Infectious Diseases,infectious disease
ABM5105,Drugs used in Infectious Diseases,pharmacology
ABM5105,Drugs used in Infectious Diseases,antimicrobial
ABM5105,Drugs used in Infectious Diseases,management
ABM5106,Anticancer Therapeutics,drug development
ABM5106,Anticancer Therapeutics,management
ABM5106,Anticancer Therapeutics,cancers
ABM5106,Anticancer Therapeutics,oncology
ABM5106,Anticancer Therapeutics,integrated
ABM5107,"One World, One Health: Ecosystems, Animals and Us",infectious disease
ABM5107,"One World, One Health: Ecosystems, Animals and Us",food safety
ABM5107,"One World, One Health: Ecosystems, Animals and Us",interconnected
ABM5107,"One World, One Health: Ecosystems, Animals and Us",collaborative
ABM5107,"One World, One Health: Ecosystems, Animals and Us",climate change
ABM5107,"One World, One Health: Ecosystems, Animals and Us",epidemiology
ABM5107,"One World, One Health: Ecosystems, Animals and Us",antimicrobial
AC5001,Architectural History of Singapore,build environment
AC5001,Architectural History of Singapore,settlement
AC5001,Architectural History of Singapore,consulting
AC5001,Architectural History of Singapore,consult
AC5001,Architectural History of Singapore,professional
AC5001,Architectural History of Singapore,social
AC5001,Architectural History of Singapore,landscape
AC5002,Conservation Approaches and Philosophies,impact assessment
AC5002,Conservation Approaches and Philosophies,urban
AC5002,Conservation Approaches and Philosophies,landscape
AC5002,Conservation Approaches and Philosophies,management plan
AC5002,Conservation Approaches and Philosophies,conservation plan
AC5003,Urban Conservation and Regeneration,debates
AC5003,Urban Conservation and Regeneration,urban
AC5003,Urban Conservation and Regeneration,investigate
AC5003,Urban Conservation and Regeneration,social
AC5003,Urban Conservation and Regeneration,economic
AC5003,Urban Conservation and Regeneration,government policy
AC5004,Architectural Heritage Management,risk factor
AC5004,Architectural Heritage Management,risk mitigation
AC5004,Architectural Heritage Management,risk management
AC5004,Architectural Heritage Management,urban planning
AC5004,Architectural Heritage Management,management
AC5004,Architectural Heritage Management,climate change
AC5004,Architectural Heritage Management,preparedness
AC5004,Architectural Heritage Management,creatively
AC5004,Architectural Heritage Management,debates
AC5005,Conservation Policy Methodology for Sustainable Development,land development
AC5005,Conservation Policy Methodology for Sustainable Development,sustainable
AC5005,Conservation Policy Methodology for Sustainable Development,urban
AC5005,Conservation Policy Methodology for Sustainable Development,integrated
AC5005,Conservation Policy Methodology for Sustainable Development,planning
AC5005,Conservation Policy Methodology for Sustainable Development,landscape
AC5005,Conservation Policy Methodology for Sustainable Development,integration
AC5006,Disaster Risk Management of Cultural Heritage,risk management
AC5006,Disaster Risk Management of Cultural Heritage,urban planning
AC5006,Disaster Risk Management of Cultural Heritage,management
AC5007,Dissertation,critical reflection
AC5007,Dissertation,critical thinking
AC5007,Dissertation,research
AC5008,Design for Conservation,urban
AC5008,Design for Conservation,scale
AC5008,Design for Conservation,new development
AC5008,Design for Conservation,preserving historical
AC5008,Design for Conservation,social
AC5008,Design for Conservation,sustainable
AC5008,Design for Conservation,economic
AC5008,Design for Conservation,resilient
AC5008,Design for Conservation,development goals
AC5008,Design for Conservation,mitigate
AC5008,Design for Conservation,climate change
AC5009,Design for Adaptive Reuse,design studio
AC5009,Design for Adaptive Reuse,adaptive reuse
AC5009,Design for Adaptive Reuse,constructed
AC5009,Design for Adaptive Reuse,urban
AC5009,Design for Adaptive Reuse,functional program
AC5010,Historic Buildings Survey and Recording,BIM
AC5010,Historic Buildings Survey and Recording,research
AC5010,Historic Buildings Survey and Recording,professional
AC5010,Historic Buildings Survey and Recording,survey
AC5010,Historic Buildings Survey and Recording,pathology
AC5011,Conservation of C20th Buildings,case
AC5011,Conservation of C20th Buildings,technical solutions
AC5011,Conservation of C20th Buildings,building systems
AC5011,Conservation of C20th Buildings,lectures
AC5012,Practical Building Conservation Skills,visual
AC5012,Practical Building Conservation Skills,investigation
AC5012,Practical Building Conservation Skills,mortars
AC5012,Practical Building Conservation Skills,renders
AC5012,Practical Building Conservation Skills,masonry
AC5012,Practical Building Conservation Skills,terracotta
AC5012,Practical Building Conservation Skills,decorative
AC5012,Practical Building Conservation Skills,painted
AC5013,Practical Building Conservation Skills II,lectures
AC5013,Practical Building Conservation Skills II,tiles
AC5014,Internship,research experience
AC5014,Internship,engage students
AC5015,Heritage Interpretation & Material Culture,gardens
AC5015,Heritage Interpretation & Material Culture,burmese
AC5015,Heritage Interpretation & Material Culture,exhibits
AC5016,"Critical Approaches: Heritage, Conservation and Place",select case
AC5016,"Critical Approaches: Heritage, Conservation and Place",readings
AC5016,"Critical Approaches: Heritage, Conservation and Place",debates
AC5016,"Critical Approaches: Heritage, Conservation and Place",professional
AC5016,"Critical Approaches: Heritage, Conservation and Place",investigation
ACC1701,Accounting for Decision Makers,financial statement
ACC1701,Accounting for Decision Makers,accounting
ACC1701,Accounting for Decision Makers,perspective
ACC1701,Accounting for Decision Makers,financial reporting
ACC1701,Accounting for Decision Makers,derived
ACC1701A,Accounting for Decision Makers,financial statement
ACC1701A,Accounting for Decision Makers,accounting
ACC1701A,Accounting for Decision Makers,perspective
ACC1701A,Accounting for Decision Makers,financial reporting
ACC1701A,Accounting for Decision Makers,derived
ACC1701B,Accounting for Decision Makers,financial statement
ACC1701B,Accounting for Decision Makers,accounting
ACC1701B,Accounting for Decision Makers,perspective
ACC1701B,Accounting for Decision Makers,financial reporting
ACC1701B,Accounting for Decision Makers,derived
ACC1701C,Accounting for Decision Makers,financial statement
ACC1701C,Accounting for Decision Makers,accounting
ACC1701C,Accounting for Decision Makers,perspective
ACC1701C,Accounting for Decision Makers,financial reporting
ACC1701C,Accounting for Decision Makers,derived
ACC1701D,Accounting for Decision Makers,financial statement
ACC1701D,Accounting for Decision Makers,accounting
ACC1701D,Accounting for Decision Makers,perspective
ACC1701D,Accounting for Decision Makers,financial reporting
ACC1701D,Accounting for Decision Makers,derived
ACC1701X,Accounting for Decision Makers,financial statement
ACC1701X,Accounting for Decision Makers,accounting
ACC1701X,Accounting for Decision Makers,perspective
ACC1701X,Accounting for Decision Makers,financial reporting
ACC1701X,Accounting for Decision Makers,derived
ACC1701XA,Accounting for Decision Makers,financial statement
ACC1701XA,Accounting for Decision Makers,accounting
ACC1701XA,Accounting for Decision Makers,perspective
ACC1701XA,Accounting for Decision Makers,financial reporting
ACC1701XA,Accounting for Decision Makers,derived
ACC1701XB,Accounting for Decision Makers,financial statement
ACC1701XB,Accounting for Decision Makers,accounting
ACC1701XB,Accounting for Decision Makers,perspective
ACC1701XB,Accounting for Decision Makers,financial reporting
ACC1701XB,Accounting for Decision Makers,derived
ACC1701XC,Accounting for Decision Makers,financial statement
ACC1701XC,Accounting for Decision Makers,accounting
ACC1701XC,Accounting for Decision Makers,perspective
ACC1701XC,Accounting for Decision Makers,financial reporting
ACC1701XC,Accounting for Decision Makers,derived
ACC1701XD,Accounting for Decision Makers,financial statement
ACC1701XD,Accounting for Decision Makers,accounting
ACC1701XD,Accounting for Decision Makers,perspective
ACC1701XD,Accounting for Decision Makers,financial reporting
ACC1701XD,Accounting for Decision Makers,derived
ACC1701XE,Accounting for Decision Makers,financial statement
ACC1701XE,Accounting for Decision Makers,accounting
ACC1701XE,Accounting for Decision Makers,perspective
ACC1701XE,Accounting for Decision Makers,financial reporting
ACC1701XE,Accounting for Decision Makers,derived
ACC2706,Managerial Accounting,accounting system
ACC2706,Managerial Accounting,accounting
ACC2706,Managerial Accounting,accounting information
ACC2706,Managerial Accounting,decision making
ACC2706,Managerial Accounting,planning
ACC2707,Corporate Accounting & Reporting I,financial accounting
ACC2707,Corporate Accounting & Reporting I,intangible asset
ACC2707,Corporate Accounting & Reporting I,balance sheet
ACC2707,Corporate Accounting & Reporting I,accounting
ACC2707,Corporate Accounting & Reporting I,investment
ACC2707,Corporate Accounting & Reporting I,sale
ACC2707,Corporate Accounting & Reporting I,segment reporting
ACC2708,Corporate Accounting & Reporting II,financial accounting
ACC2708,Corporate Accounting & Reporting II,financial instrument
ACC2708,Corporate Accounting & Reporting II,defer tax
ACC2708,Corporate Accounting & Reporting II,employee benefit
ACC2708,Corporate Accounting & Reporting II,accounting
ACC2709,Accounting Information Systems,information system
ACC2709,Accounting Information Systems,business operation
ACC2709,Accounting Information Systems,business cycle
ACC2709,Accounting Information Systems,marketing operation
ACC2709,Accounting Information Systems,supply chain
ACC2709,Accounting Information Systems,accounting
ACC2709,Accounting Information Systems,innovative
ACC2709,Accounting Information Systems,streamline
ACC2709,Accounting Information Systems,management
ACC2711,Sustainability Metrics and Performance Analysis,sustainability report
ACC2711,Sustainability Metrics and Performance Analysis,performance analysis
ACC2711,Sustainability Metrics and Performance Analysis,sustainability reporting
ACC2711,Sustainability Metrics and Performance Analysis,social
ACC2711,Sustainability Metrics and Performance Analysis,governance
ACC2711,Sustainability Metrics and Performance Analysis,reliability
ACC2711,Sustainability Metrics and Performance Analysis,claims
ACC2711,Sustainability Metrics and Performance Analysis,sustainability
ACC2711,Sustainability Metrics and Performance Analysis,best practices
ACC2712,Financial Accounting,financial accounting
ACC2712,Financial Accounting,financial statement
ACC2712,Financial Accounting,accounting
ACC2712,Financial Accounting,conceptual
ACC2712,Financial Accounting,accounting standards
ACC2712,Financial Accounting,accounting standard
ACC2727,"Business Processes, Systems and Assurance-Foundation",business process
ACC2727,"Business Processes, Systems and Assurance-Foundation",internal control
ACC2727,"Business Processes, Systems and Assurance-Foundation",business cycle
ACC2727,"Business Processes, Systems and Assurance-Foundation",ethical responsibility
ACC2727,"Business Processes, Systems and Assurance-Foundation",regulatory compliance
ACC2727,"Business Processes, Systems and Assurance-Foundation",integration
ACC2727,"Business Processes, Systems and Assurance-Foundation",business transaction
ACC2727,"Business Processes, Systems and Assurance-Foundation",auditing
ACC2727,"Business Processes, Systems and Assurance-Foundation",risk assessment
ACC2727,"Business Processes, Systems and Assurance-Foundation",governance
ACC2727,"Business Processes, Systems and Assurance-Foundation",audit planning
ACC2727,"Business Processes, Systems and Assurance-Foundation",planning testing
ACC2727,"Business Processes, Systems and Assurance-Foundation",audit
ACC2727,"Business Processes, Systems and Assurance-Foundation",accounts
ACC2727,"Business Processes, Systems and Assurance-Foundation",professional
ACC3701,Assurance and Attestation,audit process
ACC3701,Assurance and Attestation,auditing
ACC3701,Assurance and Attestation,accounting
ACC3701,Assurance and Attestation,business management
ACC3702,Corporate and Securities Law,delves
ACC3702,Corporate and Securities Law,operating
ACC3702,Corporate and Securities Law,perspective
ACC3702,Corporate and Securities Law,securities
ACC3702,Corporate and Securities Law,legislation
ACC3703,Taxation,income tax
ACC3703,Taxation,financial management
ACC3703,Taxation,accounting
ACC3703,Taxation,consulting
ACC3704,Advanced Corporate Accounting and Reporting,financial accounting
ACC3704,Advanced Corporate Accounting and Reporting,accounting
ACC3704,Advanced Corporate Accounting and Reporting,accounting transactions
ACC3704,Advanced Corporate Accounting and Reporting,currency transactions
ACC3704,Advanced Corporate Accounting and Reporting,translation
ACC3705,Valuation,fair value
ACC3705,Valuation,discount cash flow
ACC3705,Valuation,cash flow
ACC3705,Valuation,cash flow analysis
ACC3705,Valuation,accountants
ACC3705,Valuation,managers
ACC3705,Valuation,real option
ACC3706,"Governance, Risk Management and Sustainability",corporate governance
ACC3706,"Governance, Risk Management and Sustainability",enterprise risk management
ACC3706,"Governance, Risk Management and Sustainability",risk management
ACC3706,"Governance, Risk Management and Sustainability",perspective
ACC3706,"Governance, Risk Management and Sustainability",finance
ACC3706,"Governance, Risk Management and Sustainability",economics
ACC3706,"Governance, Risk Management and Sustainability",integrated framework
ACC3707,Integrated Perspectives in Accounting and Business,business system
ACC3707,Integrated Perspectives in Accounting and Business,integrated
ACC3707,Integrated Perspectives in Accounting and Business,chartered accountant
ACC3707,Integrated Perspectives in Accounting and Business,accountants
ACC3711,Managerial Planning and Control,strategic planning
ACC3711,Managerial Planning and Control,case
ACC3711,Managerial Planning and Control,accounting information
ACC3711,Managerial Planning and Control,economic
ACC3711,Managerial Planning and Control,value added
ACC3711,Managerial Planning and Control,transfer pricing
ACC3711,Managerial Planning and Control,budgeting performance
ACC3711,Managerial Planning and Control,performance systems
ACC3711,Managerial Planning and Control,systems executive
ACC3711,Managerial Planning and Control,students learn
ACC3711,Managerial Planning and Control,presentations
ACC3711,Managerial Planning and Control,think critically
ACC3713,Accounting Theory,accounting
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,internal control
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,financial planning
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,accounting information system
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,information system
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,cash flow
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,cash flow management
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,security regulation
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,accounting
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,life cycles
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,systems financial
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,tracking
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,securities
ACC3714,Accounting for Entrepreneurs: From Startup to Exit,delves
ACC3715,Accounting Analytics and AI,network analysis
ACC3715,Accounting Analytics and AI,natural language processing
ACC3715,Accounting Analytics and AI,artificial intelligence
ACC3715,Accounting Analytics and AI,analytics
ACC3715,Accounting Analytics and AI,visualization
ACC3715,Accounting Analytics and AI,accounting
ACC3715,Accounting Analytics and AI,data visualization
ACC3715,Accounting Analytics and AI,python
ACC3715,Accounting Analytics and AI,machine learning
ACC3715,Accounting Analytics and AI,blockchain
ACC3717,Carbon Accounting and Management,carbon accounting
ACC3717,Carbon Accounting and Management,greenhouse gas
ACC3717,Carbon Accounting and Management,value chain
ACC3717,Carbon Accounting and Management,scenario analysis
ACC3717,Carbon Accounting and Management,case
ACC3717,Carbon Accounting and Management,delve
ACC3717,Carbon Accounting and Management,cover setting
ACC3717,Carbon Accounting and Management,targets
ACC3717,Carbon Accounting and Management,tracking
ACC3717,Carbon Accounting and Management,sustainability reporting
ACC3717,Carbon Accounting and Management,interactive
ACC3717,Carbon Accounting and Management,presentations
ACC3727,"Business Processes, Systems and Assurance - Advanced",business process
ACC3727,"Business Processes, Systems and Assurance - Advanced",internal control
ACC3727,"Business Processes, Systems and Assurance - Advanced",system development
ACC3727,"Business Processes, Systems and Assurance - Advanced",quality control
ACC3727,"Business Processes, Systems and Assurance - Advanced",artificial intelligence
ACC3727,"Business Processes, Systems and Assurance - Advanced",certify public accountant
ACC3727,"Business Processes, Systems and Assurance - Advanced",charter accountant
ACC3727,"Business Processes, Systems and Assurance - Advanced",audit
ACC3727,"Business Processes, Systems and Assurance - Advanced",electronic
ACC3727,"Business Processes, Systems and Assurance - Advanced",cybersecurity
ACC3727,"Business Processes, Systems and Assurance - Advanced",communication
ACC3727,"Business Processes, Systems and Assurance - Advanced",governance
ACC3727,"Business Processes, Systems and Assurance - Advanced",engagements students
ACC3727,"Business Processes, Systems and Assurance - Advanced",professional
ACC3727,"Business Processes, Systems and Assurance - Advanced",assurance levels
ACC3727,"Business Processes, Systems and Assurance - Advanced",sustainability
ACC3727,"Business Processes, Systems and Assurance - Advanced",audits
ACC3727,"Business Processes, Systems and Assurance - Advanced",developments impacting
ACC3727,"Business Processes, Systems and Assurance - Advanced",e
ACC3727,"Business Processes, Systems and Assurance - Advanced",audit standards
ACC3727,"Business Processes, Systems and Assurance - Advanced",landscape
ACC3727,"Business Processes, Systems and Assurance - Advanced",accountancy
ACC3727,"Business Processes, Systems and Assurance - Advanced",chartered accountant
ACC4162E,Seminars in Accounting: Risk Management Technology,enterprise risk management
ACC4162E,Seminars in Accounting: Risk Management Technology,risk management
ACC4162E,Seminars in Accounting: Risk Management Technology,key risk indicator
ACC4162E,Seminars in Accounting: Risk Management Technology,social medium
ACC4162E,Seminars in Accounting: Risk Management Technology,case
ACC4162E,Seminars in Accounting: Risk Management Technology,blogs
ACC4162E,Seminars in Accounting: Risk Management Technology,illustrate
ACC4162E,Seminars in Accounting: Risk Management Technology,prediction
ACC4611,Advanced Taxation,tax planning
ACC4611,Advanced Taxation,business structure
ACC4611,Advanced Taxation,international business
ACC4611,Advanced Taxation,tax haven
ACC4611,Advanced Taxation,foreign investment
ACC4611,Advanced Taxation,arbitrage
ACC4611,Advanced Taxation,operating
ACC4612,Seminars in Accounting (SIA),financial accounting
ACC4612,Seminars in Accounting (SIA),forensic accounting
ACC4612,Seminars in Accounting (SIA),accounting
ACC4612,Seminars in Accounting (SIA),consolidation
ACC4612,Seminars in Accounting (SIA),agriculture
ACC4612,Seminars in Accounting (SIA),b
ACC4612,Seminars in Accounting (SIA),liquidation
ACC4612,Seminars in Accounting (SIA),research
ACC4612,Seminars in Accounting (SIA),advertised
ACC4612A,SIA: Internal Auditing,internal auditing
ACC4612A,SIA: Internal Auditing,audit
ACC4612A,SIA: Internal Auditing,management
ACC4612A,SIA: Internal Auditing,add value
ACC4612A,SIA: Internal Auditing,operations
ACC4612A,SIA: Internal Auditing,governance
ACC4612A,SIA: Internal Auditing,accountability
ACC4612A,SIA: Internal Auditing,managed controls
ACC4612A,SIA: Internal Auditing,internal audits
ACC4612D,SIA: Advanced Accounting Theory,accounting
ACC4612D,SIA: Advanced Accounting Theory,management
ACC4612D,SIA: Advanced Accounting Theory,forecasts
ACC4612E,SIA: Risk Management Technology,financial accounting
ACC4612E,SIA: Risk Management Technology,forensic accounting
ACC4612E,SIA: Risk Management Technology,accounting
ACC4612E,SIA: Risk Management Technology,consolidation
ACC4612E,SIA: Risk Management Technology,agriculture
ACC4612E,SIA: Risk Management Technology,b
ACC4612E,SIA: Risk Management Technology,liquidation
ACC4612E,SIA: Risk Management Technology,research
ACC4612E,SIA: Risk Management Technology,advertised
ACC4612F,Seminars in Accounting: Public Sector Audit,internal audits
ACC4612G,Seminars in Accounting: Advanced Corporate Governance,corporate governance
ACC4612G,Seminars in Accounting: Advanced Corporate Governance,derived
ACC4612H,Seminars in Accounting: Advanced Risk Management,risk management
ACC4612H,Seminars in Accounting: Advanced Risk Management,derived
ACC4612K,Sem. in Acctg: Accounting & Business Analysis for Banks,accounting
ACC4612K,Sem. in Acctg: Accounting & Business Analysis for Banks,read
ACC4612K,Sem. in Acctg: Accounting & Business Analysis for Banks,banks
ACC4612K,Sem. in Acctg: Accounting & Business Analysis for Banks,banking
ACC4612K,Sem. in Acctg: Accounting & Business Analysis for Banks,economy
ACC4613,Forensic Accounting,forensic accounting
ACC4613,Forensic Accounting,case
ACC4613,Forensic Accounting,accounting
ACC4613,Forensic Accounting,investigation
ACC4613,Forensic Accounting,fraud insurance
ACC4613,Forensic Accounting,insurance claim
ACC4613,Forensic Accounting,financing
ACC4613,Forensic Accounting,analytics
ACC4613,Forensic Accounting,presentation
ACC4613,Forensic Accounting,forensic accountant
ACC4614,Financial Institution Audit & Compliance,audit risk
ACC4614,Financial Institution Audit & Compliance,internal auditing
ACC4614,Financial Institution Audit & Compliance,wealth management
ACC4614,Financial Institution Audit & Compliance,anti money laundering
ACC4614,Financial Institution Audit & Compliance,internal control
ACC4614,Financial Institution Audit & Compliance,auditing standard
ACC4614,Financial Institution Audit & Compliance,internal audit
ACC4614,Financial Institution Audit & Compliance,key risks
ACC4614,Financial Institution Audit & Compliance,banking
ACC4614,Financial Institution Audit & Compliance,global markets
ACC4614,Financial Institution Audit & Compliance,banking regulations
ACC4614,Financial Institution Audit & Compliance,financing
ACC4614,Financial Institution Audit & Compliance,analytics
ACC4614,Financial Institution Audit & Compliance,audit report
ACC4614,Financial Institution Audit & Compliance,writing
ACC4615,Advanced Assurance and Attestation,statutory audit
ACC4616,Accounting Theory,financial accounting
ACC4616,Accounting Theory,accounting
ACC4616,Accounting Theory,economic
ACC4616,Accounting Theory,financial transactions
ACC4616,Accounting Theory,economy
ACC4619,Advanced Independent Study in Accounting,independent study
ACC4619,Advanced Independent Study in Accounting,accounting
ACC4619,Advanced Independent Study in Accounting,hone
ACC4619,Advanced Independent Study in Accounting,research
ACC4619,Advanced Independent Study in Accounting,writing
ACC4629,Advanced Independent Study in Accounting,independent study
ACC4629,Advanced Independent Study in Accounting,accounting
ACC4629,Advanced Independent Study in Accounting,hone
ACC4629,Advanced Independent Study in Accounting,research
ACC4629,Advanced Independent Study in Accounting,writing
ACC4701,Integrated Perspectives in Accounting and Business,business system
ACC4701,Integrated Perspectives in Accounting and Business,integrated
ACC4701,Integrated Perspectives in Accounting and Business,chartered accountant
ACC4701,Integrated Perspectives in Accounting and Business,accountants
ACC4702,Advanced Corporate Accounting and Reporting,financial accounting
ACC4702,Advanced Corporate Accounting and Reporting,accounting
ACC4702,Advanced Corporate Accounting and Reporting,accounting transactions
ACC4702,Advanced Corporate Accounting and Reporting,currency transactions
ACC4702,Advanced Corporate Accounting and Reporting,translation
ACC4703,Valuation,fair value
ACC4703,Valuation,discount cash flow
ACC4703,Valuation,cash flow
ACC4703,Valuation,cash flow analysis
ACC4703,Valuation,accountants
ACC4703,Valuation,managers
ACC4703,Valuation,real option
ACC4711,Advanced Taxation,tax planning
ACC4711,Advanced Taxation,business structure
ACC4711,Advanced Taxation,international business
ACC4711,Advanced Taxation,tax haven
ACC4711,Advanced Taxation,foreign investment
ACC4711,Advanced Taxation,arbitrage
ACC4711,Advanced Taxation,operating
ACC4712,Forensic Accounting,forensic accounting
ACC4712,Forensic Accounting,case
ACC4712,Forensic Accounting,accounting
ACC4712,Forensic Accounting,investigation
ACC4712,Forensic Accounting,fraud insurance
ACC4712,Forensic Accounting,insurance claim
ACC4712,Forensic Accounting,financing
ACC4712,Forensic Accounting,analytics
ACC4712,Forensic Accounting,presentation
ACC4712,Forensic Accounting,forensic accountant
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,audit risk
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,internal auditing
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,wealth management
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,anti money laundering
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,internal control
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,auditing standard
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,internal audit
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,key risks
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,banking
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,global markets
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,banking regulations
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,financing
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,analytics
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,audit report
ACC4713,Banking Institutions:Managing Risks in a DigitalWorld,writing
ACC4714,Advanced and Sustainability Assurance,statutory audit
ACC4715,Accounting Theory,financial accounting
ACC4715,Accounting Theory,accounting
ACC4715,Accounting Theory,economic
ACC4715,Accounting Theory,financial transactions
ACC4715,Accounting Theory,economy
ACC4751,Advanced Independent Study in Accounting,independent study
ACC4751,Advanced Independent Study in Accounting,accounting
ACC4751,Advanced Independent Study in Accounting,hone
ACC4751,Advanced Independent Study in Accounting,research
ACC4751,Advanced Independent Study in Accounting,writing
ACC4752,Advanced Independent Study in Accounting (2 MCs),independent study
ACC4752,Advanced Independent Study in Accounting (2 MCs),accounting
ACC4752,Advanced Independent Study in Accounting (2 MCs),hone
ACC4752,Advanced Independent Study in Accounting (2 MCs),research
ACC4752,Advanced Independent Study in Accounting (2 MCs),writing
ACC4761,Seminars in Accounting,financial accounting
ACC4761,Seminars in Accounting,forensic accounting
ACC4761,Seminars in Accounting,accounting
ACC4761,Seminars in Accounting,consolidation
ACC4761,Seminars in Accounting,agriculture
ACC4761,Seminars in Accounting,liquidation
ACC4761,Seminars in Accounting,research
ACC4761,Seminars in Accounting,advertised
ACC4761A,Seminars in Accounting: Internal Audit,internal auditing
ACC4761A,Seminars in Accounting: Internal Audit,audit
ACC4761A,Seminars in Accounting: Internal Audit,management
ACC4761A,Seminars in Accounting: Internal Audit,add value
ACC4761A,Seminars in Accounting: Internal Audit,operations
ACC4761A,Seminars in Accounting: Internal Audit,governance
ACC4761A,Seminars in Accounting: Internal Audit,accountability
ACC4761A,Seminars in Accounting: Internal Audit,managed controls
ACC4761A,Seminars in Accounting: Internal Audit,internal audits
ACC4761C,Seminars in Accounting: Advanced Accounting Theory,accounting
ACC4761C,Seminars in Accounting: Advanced Accounting Theory,management
ACC4761C,Seminars in Accounting: Advanced Accounting Theory,forecasts
ACC4761D,Seminars in Accounting: Risk Management Technology,enterprise risk management
ACC4761D,Seminars in Accounting: Risk Management Technology,risk management
ACC4761D,Seminars in Accounting: Risk Management Technology,key risk indicator
ACC4761D,Seminars in Accounting: Risk Management Technology,social medium
