major,degree_faculty,rank,job_id,job_title,ssoc_minor_title,ssoc_unit_title,similarity,best_module
Biomedical Engineering,College of Design and Engineering,1,2144bd07174e7fd7d4167bdae23f8424,Biomedical Engineer / Senior Technical Officer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.673388659954071,BN3101A
Biomedical Engineering,College of Design and Engineering,2,8e9d25a78fea566514f1f554f5a02f1b,Research Fellow (Materials Synthesis and Agricultural),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.6578124761581421,BN3301
Biomedical Engineering,College of Design and Engineering,3,42632c5fe608ebb7d598f5e47baa306f,Manufacturing Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.648486316204071,BN2105
Biomedical Engineering,College of Design and Engineering,4,2adfa013739f402ae484dc5f221f568e,Manufacturing Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.648486316204071,BN2105
Biomedical Engineering,College of Design and Engineering,5,59398220ef9a48bc3fd06195e4cc9301,Manufacturing Engineer (Industrial Engineer),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.642773449420929,BN3101A
Biomedical Engineering,College of Design and Engineering,6,b18e61006e054a7a5b946041b6c2c4c8,Research Associate (Environmental Engineering),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.642626941204071,BN4501
Biomedical Engineering,College of Design and Engineering,7,4c9656dc8f45de4e07bd7475d3e270d1,Research Fellow (Mechanobiology Institute),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.6419433355331421,PC4267
Biomedical Engineering,College of Design and Engineering,8,061be890d90462863528d8d65583eabe,Project Officer (Chemical Biology),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.63671875,BN3402
Biomedical Engineering,College of Design and Engineering,9,e888d03286468a4253953f5cc21fda4b,Research Fellow (Cellular Agriculture),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.6351073980331421,BN3301
Biomedical Engineering,College of Design and Engineering,10,c68620e623c6e68f72ffa4ad4af1e2e1,Research Fellow (Chemistry/Materials Science/Chemical Engineering),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.6341308355331421,BN3301
Chemical Engineering,College of Design and Engineering,1,c787d6b3c51997b2ae2d92129b671a1a,Process Engineer (Process Industry I Chemical Plant I West),ENGINEERING PROFESSIONALS I,Industrial and Production Engineers,0.6607910394668579,CN4119
Chemical Engineering,College of Design and Engineering,2,d1108991d7eda5c8cc1cfc0007f6d377,Process Engineer (Process Industry I Chemical Plant I West),ENGINEERING PROFESSIONALS I,Industrial and Production Engineers,0.6607910394668579,CN4119
Chemical Engineering,College of Design and Engineering,3,087e46b6943f4617b4888136139ce0c3,Process Engineer (Process Industry I Chemical Plant I West),ENGINEERING PROFESSIONALS I,Industrial and Production Engineers,0.6607910394668579,CN4119
Chemical Engineering,College of Design and Engineering,4,c68c2e5e27171411fa146bf64de85dd9,Process Engineer (1 year contract),ENGINEERING PROFESSIONALS I,Industrial and Production Engineers,0.6517089605331421,CN4101
Chemical Engineering,College of Design and Engineering,5,828f198543db95c94472a9a782d867a5,"Quality Chemical Technician (Startup plant, East)",ADMINISTRATIVE ASSOCIATE PROFESSIONALS,Administrative and Related Associate Professionals Not Elsewhere Classified,0.6416991949081421,CN4102
Chemical Engineering,College of Design and Engineering,6,2de8022cea2e06612eaf39705e2899e3,Process Safety Engineer (Operations I Process Engineering),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.635546863079071,CN4101
Chemical Engineering,College of Design and Engineering,7,92e8b34bc437917663ccc8e7396700b3,Process Safety Engineer (Operations I Process Engineering),ENGINEERING PROFESSIONALS I,Industrial and Production Engineers,0.635546863079071,CN4101
Chemical Engineering,College of Design and Engineering,8,f9acff383ee3fb2bf3d34ef2713f3dc8,Process Safety Engineer (Operations I Process Engineering),ENGINEERING PROFESSIONALS I,Industrial and Production Engineers,0.635546863079071,CN4101
Chemical Engineering,College of Design and Engineering,9,7dc57161b46429b12a781c229223e42b,Chemical engineering / CHEMICAL ENGINEERING TECHNICIAN,PHYSICAL AND ENGINEERING SCIENCE TECHNICIANS I,Chemical Engineering Technicians,0.633740246295929,CN1101A
Chemical Engineering,College of Design and Engineering,10,b7869908d90b8b302a9b1f460285109f,Chemical Engineer (Material Planning I Operations I Safety),ENGINEERING PROFESSIONALS I,Chemical Engineers,0.632861316204071,CN4101
Civil Engineering,College of Design and Engineering,1,c165da3aad4f1bbffaa8a6c6b92a4f42,Civil & Structural Engineer,PHYSICAL AND ENGINEERING SCIENCE TECHNICIANS I,Civil Engineering Technicians,0.7034667730331421,CE3166
Civil Engineering,College of Design and Engineering,2,55dba0b2fe5be8759b4b403ec9b28e94,Senior/ Civil & Structural Engineer,ENGINEERING PROFESSIONALS I,Civil Engineers,0.689404308795929,CE3155B
Civil Engineering,College of Design and Engineering,3,62485fb469616329688067462b1d4f49,CIVIL ENGINEER,ENGINEERING PROFESSIONALS I,Civil Engineers,0.68408203125,CE3165
Civil Engineering,College of Design and Engineering,4,fdfb539794fd9dccfc3653edda3af09e,CIVIL ENGINEER,ENGINEERING PROFESSIONALS I,Civil Engineers,0.68408203125,CE3165
Civil Engineering,College of Design and Engineering,5,a3f0edcb592fa6d3b798820c90bef7b7,Engineer (Civil & Structural),ENGINEERING PROFESSIONALS I,Civil Engineers,0.678662121295929,CE3165
Civil Engineering,College of Design and Engineering,6,4929ccc0b020d0fbfd901fe5913bba9d,"Civil, Structural and Geotechnical Design Engineer",ENGINEERING PROFESSIONALS I,Civil Engineers,0.676513671875,CE3166
Civil Engineering,College of Design and Engineering,7,02735f2eb8a2989ac165e2fa33d09d93,"Civil & Structural Engineer (Main Con, Tender)",ENGINEERING PROFESSIONALS I,Civil Engineers,0.6754394769668579,CE3166
Civil Engineering,College of Design and Engineering,8,a866cdee470da038acfeeb53f009a765,"Civil & Structural Engineer (Main Con, Tender)",ENGINEERING PROFESSIONALS I,Civil Engineers,0.6754394769668579,CE3166
Civil Engineering,College of Design and Engineering,9,8191617ff02665cdc50da305c89ab27f,"Civil & Structural Engineer (Main Con, Tender)",ENGINEERING PROFESSIONALS I,Civil Engineers,0.6754394769668579,CE3166
Civil Engineering,College of Design and Engineering,10,165b82f321028c690ed5799e0943109e,"Civil & Structural Engineer (Main Con, Tender)",ENGINEERING PROFESSIONALS I,Civil Engineers,0.6754394769668579,CE3166
Computer Engineering,College of Design and Engineering,1,833dfa699dccf7859d22a84648a1ca41,Digital Experience Designer (UX/UI),"ARCHITECTS, PLANNERS, SURVEYORS AND DESIGNERS",Graphic and Multimedia Designers and Artists,0.6597656011581421,CS3249
Computer Engineering,College of Design and Engineering,2,e91e9dac6934c346582483e77583320f,Computer Vision Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.658007800579071,CS4243
Computer Engineering,College of Design and Engineering,3,8c378534eb6f4106602e138866f94562,Computer Vision Engineer,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.65576171875,EE4212
Computer Engineering,College of Design and Engineering,4,d5a160c81a7c0196c1666b94b5c05a0f,Vision Sensors/ Computer Vision Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.653857409954071,CS4243
Computer Engineering,College of Design and Engineering,5,777d8a1a1cc389e31b065b8581a9eb97,Layout Engineer,ENGINEERING PROFESSIONALS II (Cont’d),Electronics Engineers,0.6531738042831421,EE3408C
Computer Engineering,College of Design and Engineering,6,d2f9c89e0d51cda4ce033893e5ea3010,"Engineer, AI Perception Algorithm",SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.650097668170929,EE4212
Computer Engineering,College of Design and Engineering,7,ee4f91f8650165d579da074ff5e9572a,IC Design Engineer (Digital IC Design/Analog /Mixed-Signal),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.644824206829071,EE4415
Computer Engineering,College of Design and Engineering,8,18c6c2913cd2a9bdf8df4d738253e0ab,IC Design Engineer (Digital IC Design/Analog /Mixed-Signal),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.644824206829071,EE4415
Computer Engineering,College of Design and Engineering,9,7605143e0d9a10c16b31f5faa6b4701d,IC Design Engineer (Digital IC Design/Analog /Mixed-Signal),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.644824206829071,EE4415
Computer Engineering,College of Design and Engineering,10,bf227f67c78097006d7a4e9eee72edc1,Sr/ IC Design Engineer (Physical Design),ENGINEERING PROFESSIONALS II (Cont’d),Electronics Engineers,0.6436523199081421,EE4415
Electrical Engineering,College of Design and Engineering,1,af1755f2d5a0ec945a224fbd59e322d2,Project Officer (Signal Processing and Communications),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.634082019329071,PC2020
Electrical Engineering,College of Design and Engineering,2,25bf03e2eacd066d5f33b9d8eb73be3c,ELECTRICAL ENGINEER,ENGINEERING PROFESSIONALS II (Cont’d),Electrical Engineers,0.634082019329071,PC2020
Electrical Engineering,College of Design and Engineering,3,74726a57aabbcba3aca488cabde52516,Electrical Engineer,ENGINEERING PROFESSIONALS II (Cont’d),Electrical Engineers,0.623291015625,EE1111A
Electrical Engineering,College of Design and Engineering,4,3db0301408a22d6e15923d30b8d4f823,Application Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.6219726800918579,EE2022
Electrical Engineering,College of Design and Engineering,5,9a2e20d3a067c271674a6a4180c3128e,ASSISTANT ELECTRICAL ENGINEER,ASSISTANT ENGINEERS,Assistant Engineers,0.6204589605331421,PC2020
Electrical Engineering,College of Design and Engineering,6,bb99373a93430ff81fd21771db100283,"Research Assistant (Sensor Design, Server deployment, Data analytics)","SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.618896484375,EE2022
Electrical Engineering,College of Design and Engineering,7,10d47334bb55e3eb42cffe8930244feb,Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.6187988519668579,PC2020
Electrical Engineering,College of Design and Engineering,8,3acfc37ff25fd8f0f858acbd7fd27341,Electronics Engineer,ENGINEERING PROFESSIONALS II (Cont’d),Electronics Engineers,0.6183105707168579,EE2027
Electrical Engineering,College of Design and Engineering,9,486d98547cbd556e5085c122139c456c,Research Associate / Research Assistant (Data Analytics),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.612060546875,EE2012
Electrical Engineering,College of Design and Engineering,10,0361af5149615a550c258f3f205754f9,Electrical Engineer (Ref 26325),ENGINEERING PROFESSIONALS II (Cont’d),Electrical Engineers,0.611279308795929,PC2020
Engineering Science,College of Design and Engineering,1,af1755f2d5a0ec945a224fbd59e322d2,Project Officer (Signal Processing and Communications),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.618847668170929,PC2020
Engineering Science,College of Design and Engineering,2,10d47334bb55e3eb42cffe8930244feb,Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.6114746332168579,ESP3903
Engineering Science,College of Design and Engineering,3,bb99373a93430ff81fd21771db100283,"Research Assistant (Sensor Design, Server deployment, Data analytics)","SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.6084960699081421,ESP2111
Engineering Science,College of Design and Engineering,4,3db0301408a22d6e15923d30b8d4f823,Application Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.6080077886581421,ESP2110
Engineering Science,College of Design and Engineering,5,25bf03e2eacd066d5f33b9d8eb73be3c,ELECTRICAL ENGINEER,ENGINEERING PROFESSIONALS II (Cont’d),Electrical Engineers,0.603076159954071,ESP3903
Engineering Science,College of Design and Engineering,6,36e10de7e06c60790b0c281e6752f3c7,"Engineer and Senior Research Engineer (Pattern Transfer Dry Etch) (APM) (NSTIC), IME",ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.6029297113418579,ESP2110
Engineering Science,College of Design and Engineering,7,3acfc37ff25fd8f0f858acbd7fd27341,Electronics Engineer,ENGINEERING PROFESSIONALS II (Cont’d),Electronics Engineers,0.6015625,ESP2111
Engineering Science,College of Design and Engineering,8,06d482a3439ec0d0838d258a8792c080,"Engineer and Senior Research Engineer (Pattern Transfer Dry Etch) (APM), (NSTIC), IME",ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.5992676019668579,ESP2110
Engineering Science,College of Design and Engineering,9,6cf4c10b94ec52e2dc7fe3c9706fd470,Application Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.598437488079071,ESP2110
Engineering Science,College of Design and Engineering,10,931ec8aba2e86cf9af5ad27de9faa635,Research Engineer (in Multimodal AI ) - MRP,ADMINISTRATION PROFESSIONALS,Administration Professionals Not Elsewhere Classified,0.598388671875,ESP3201A
Environmental and Sustainability Engineering,College of Design and Engineering,1,b18e61006e054a7a5b946041b6c2c4c8,Research Associate (Environmental Engineering),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.676953136920929,ESE3301
Environmental and Sustainability Engineering,College of Design and Engineering,2,2c00ee00c8f22677b290d8fcd6d64b4c,Environmental Engineer,ENGINEERING PROFESSIONALS I,Environmental Engineers,0.653027355670929,ESE2102
Environmental and Sustainability Engineering,College of Design and Engineering,3,b60ec6927d03ac9378bae210e6558316,Lab Analyst / Technician,PHYSICAL AND ENGINEERING SCIENCE TECHNICIANS I,Chemical and Physical Science Technicians,0.630908191204071,ESE4403
Environmental and Sustainability Engineering,College of Design and Engineering,4,946a15242c802358ac4d42bb9058579f,Research Intern,ADMINISTRATION PROFESSIONALS,Management and Business Consultants,0.6282714605331421,ESE2102
Environmental and Sustainability Engineering,College of Design and Engineering,5,a32766c990eacaaa0279528f0c5a1126,ESD Engineer,ENGINEERING PROFESSIONALS I,Environmental Engineers,0.6207519769668579,ESE2102
Environmental and Sustainability Engineering,College of Design and Engineering,6,54f93a0361cef039b0f1cb5e3151bf9b,Senior Executive Environment Specialist,ENGINEERING PROFESSIONALS I,Environmental Engineers,0.620654284954071,ESE2102
Environmental and Sustainability Engineering,College of Design and Engineering,7,1d06d68a8225846f30e227375ab938e2,Facility Engineer (Sustainability),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.619335949420929,ESE3401
Environmental and Sustainability Engineering,College of Design and Engineering,8,d16380e5354af5b7577de57bbeddaa51,Facility Engineer (Sustainability),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.619335949420929,ESE3401
Environmental and Sustainability Engineering,College of Design and Engineering,9,fa97f1ab8d8b7106c4fa00844026fbc3,Facility Engineer (Sustainability),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.619335949420929,ESE3401
Environmental and Sustainability Engineering,College of Design and Engineering,10,605a82d93bd7ca9a8bbaa2e9e122505d,Sales Engineer (Water Quality/Scientific/Analytical Instruments),MARKETING AND PUBLIC RELATIONS PROFESSIONALS,Specialised Goods Sales Professionals,0.6107422113418579,ESE4405
Industrial Design,College of Design and Engineering,1,833dfa699dccf7859d22a84648a1ca41,Digital Experience Designer (UX/UI),"ARCHITECTS, PLANNERS, SURVEYORS AND DESIGNERS",Graphic and Multimedia Designers and Artists,0.6487792730331421,ID4122
Industrial Design,College of Design and Engineering,2,211648f177be9e2193a54da6e6303178,Product Design Intern,ARTISTIC AND CULTURAL ASSOCIATE PROFESSIONALS,Interior Designers and Decorators,0.64697265625,ID2322
Industrial Design,College of Design and Engineering,3,5a351e9a4fadbe16058f24f8099ef67f,Product Design Intern,ARTISTIC AND CULTURAL ASSOCIATE PROFESSIONALS,Interior Designers and Decorators,0.64697265625,ID2322
Industrial Design,College of Design and Engineering,4,642074ceac2e70ccc4adcc966ed5af45,UX and UI Design Intern (Web),"ARCHITECTS, PLANNERS, SURVEYORS AND DESIGNERS",Graphic and Multimedia Designers and Artists,0.64208984375,ID3107
Industrial Design,College of Design and Engineering,5,96a575f2764bd56e90fd676e1e84a04a,Internship Interior Designer,ARTISTIC AND CULTURAL ASSOCIATE PROFESSIONALS,Interior Designers and Decorators,0.636914074420929,ID3109
Industrial Design,College of Design and Engineering,6,dbb2c5f172b55e81ee86aeb6cbc3c1e6,2D Designer (PRIT),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.635058581829071,ID4122
Industrial Design,College of Design and Engineering,7,77811554ef9d0f35f0e7899f1cdc9f9c,Architectural Designer,"ARCHITECTS, PLANNERS, SURVEYORS AND DESIGNERS",Building Architects,0.633593738079071,ID4122
Industrial Design,College of Design and Engineering,8,7153a1c279a09018d43bc23bbbe08bbb,Junior Product Designer - Jewellery,"ARCHITECTS, PLANNERS, SURVEYORS AND DESIGNERS",Fashion and Product Designers,0.633349597454071,ID2108
Industrial Design,College of Design and Engineering,9,85ecf81ff9147fd476a103a668a5d073,JUNIOR INTERIOR DESIGNER,ARTISTIC AND CULTURAL ASSOCIATE PROFESSIONALS,Interior Designers and Decorators,0.632519543170929,ID2109
Industrial Design,College of Design and Engineering,10,a2f16fe307bf1d32b9e9b08790988f3b,Learning Technology Designer,OTHER TEACHING PROFESSIONALS,Education Methods Specialists,0.6319335699081421,ID4122
Industrial & Systems Engineering,College of Design and Engineering,1,09ab0d27554698ff7d8d67b82d5c4a97,AI/ML Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.6439453363418579,IE4213
Industrial & Systems Engineering,College of Design and Engineering,2,35d83a5e9e1f4ef3e7501f40b66c90e8,Industrial Engineer (Loyang/ 12 hours shift work),ENGINEERING PROFESSIONALS I,Industrial and Production Engineers,0.639111340045929,IE1111R
Industrial & Systems Engineering,College of Design and Engineering,3,3d96f12d003d9d6733c74f6ae85b1414,AI Product Lead (Regional Role),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.6224120855331421,IE4280
Industrial & Systems Engineering,College of Design and Engineering,4,b7aa91a5581044ead6753301942c1784,AI Product Lead (Regional Role),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.6224120855331421,IE4280
Industrial & Systems Engineering,College of Design and Engineering,5,014e7695b472c820067c83ac31e7d754,Engineering Intern,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.620898425579071,IE4100R
Industrial & Systems Engineering,College of Design and Engineering,6,486d98547cbd556e5085c122139c456c,Research Associate / Research Assistant (Data Analytics),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.6205078363418579,IE4213
Industrial & Systems Engineering,College of Design and Engineering,7,c2f3e72a54a97dcd779769d0e1dda5ff,Quantitative Analytics Associate Discovery Programme 2026 Singapore,ADMINISTRATIVE ASSOCIATE PROFESSIONALS,Administrative and Related Associate Professionals Not Elsewhere Classified,0.61962890625,IE4243
Industrial & Systems Engineering,College of Design and Engineering,8,b55b7c76ee304021cce963d6516fd6c7,R&D Engineer (Applied AI & Simulations),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.6148437261581421,IE4215
Industrial & Systems Engineering,College of Design and Engineering,9,60f1f22c4bbf222b389550bfc781f276,Systems Engineer,ENGINEERING PROFESSIONALS II (Cont’d),Electrical Engineers,0.6144043207168579,IE3100R
Industrial & Systems Engineering,College of Design and Engineering,10,b6bddc973ab871e0e9434cf10c929c71,Industrial Engineer – Warehouse Automation & Material Flow Optimization,ENGINEERING PROFESSIONALS I,Industrial and Production Engineers,0.614208996295929,IE4215
Infrastructure and Project Management,College of Design and Engineering,1,d16380e5354af5b7577de57bbeddaa51,Facility Engineer (Sustainability),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.682080090045929,PF3504
Infrastructure and Project Management,College of Design and Engineering,2,fa97f1ab8d8b7106c4fa00844026fbc3,Facility Engineer (Sustainability),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.682080090045929,PF3504
Infrastructure and Project Management,College of Design and Engineering,3,1d06d68a8225846f30e227375ab938e2,Facility Engineer (Sustainability),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.682080090045929,PF3504
Infrastructure and Project Management,College of Design and Engineering,4,08f53c5fd6122c81714fb67263cf8ba1,Project Manager,"MANUFACTURING, CONSTRUCTION, TRANSPORT, DISTRIBUTION AND RELATED PRODUCTION AND OPERATIONS MANAGERS",Construction Managers,0.6539062261581421,PF3208
Infrastructure and Project Management,College of Design and Engineering,5,7fc60fcee56a313f6aac08be1fa4f79d,Project Manager,"MANUFACTURING, CONSTRUCTION, TRANSPORT, DISTRIBUTION AND RELATED PRODUCTION AND OPERATIONS MANAGERS",Construction Managers,0.6539062261581421,PF3208
Infrastructure and Project Management,College of Design and Engineering,6,fab386488bc6b4be6e772d1f9af657c2,Property / Facilities Executive [EL],PREMISES AND PARKS OFFICERS,Premises and Parks Officers,0.6441894769668579,IPM3102
Infrastructure and Project Management,College of Design and Engineering,7,19314510b37ccb6107bda35bf345ba7e,Property / Facilities Executive,PREMISES AND PARKS OFFICERS,Premises and Parks Officers,0.6431640386581421,IPM3102
Infrastructure and Project Management,College of Design and Engineering,8,8ac3ac307cab8c81cb07559f6a27f84c,Facilities Maintenance Executive,PREMISES AND PARKS OFFICERS,Premises and Parks Officers,0.6392577886581421,IPM3102
Infrastructure and Project Management,College of Design and Engineering,9,c14e75343b196ffb5c899a43fba001d9,Facility Maintenance Executive,PREMISES AND PARKS OFFICERS,Premises and Parks Officers,0.638867199420929,IPM3102
Infrastructure and Project Management,College of Design and Engineering,10,b77f9b8da67a2c8c5c738d1a6521da0c,Administrative Executive (IFM),GENERAL OFFICE CLERKS,General Office Clerks,0.6385742425918579,IPM3102
Materials Science and Engineering,College of Design and Engineering,1,c68620e623c6e68f72ffa4ad4af1e2e1,Research Fellow (Chemistry/Materials Science/Chemical Engineering),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.7271972894668579,MLE3101A
Materials Science and Engineering,College of Design and Engineering,2,afb052a3310723a7831bc68233ce21a3,Research Fellow (CVD Growth),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.7265625,MLE4219
Materials Science and Engineering,College of Design and Engineering,3,8e9d25a78fea566514f1f554f5a02f1b,Research Fellow (Materials Synthesis and Agricultural),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.722900390625,MLE4101B
Materials Science and Engineering,College of Design and Engineering,4,e888d03286468a4253953f5cc21fda4b,Research Fellow (Cellular Agriculture),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.668164074420929,MLE4101B
Materials Science and Engineering,College of Design and Engineering,5,a4f79610a004066a25590f5a0c6e52ee,Research Fellow (Nanomaterials & Quantum Dot Optoelectronics),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.657958984375,MLE4231
Materials Science and Engineering,College of Design and Engineering,6,fef706411f2bd7cbd74305b30bb883a1,Laboratories Assistant,"PORTERS, ATTENDANTS AND RELATED WORKERS",Attendants,0.6549316644668579,MLE4208
Materials Science and Engineering,College of Design and Engineering,7,828f198543db95c94472a9a782d867a5,"Quality Chemical Technician (Startup plant, East)",ADMINISTRATIVE ASSOCIATE PROFESSIONALS,Administrative and Related Associate Professionals Not Elsewhere Classified,0.6546875238418579,MLE3101
Materials Science and Engineering,College of Design and Engineering,8,137c1c4f41adfd3d25b81585680c30dc,Research Fellow (Orbitronics),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.6533203125,MLE4211
Materials Science and Engineering,College of Design and Engineering,9,716e8430b226fb8471c6ffb0e7688214,"Research Engineer (Lithography) (APM), IME",ENGINEERING PROFESSIONALS II (Cont’d),Electronics Engineers,0.652099609375,MLE3101A
Materials Science and Engineering,College of Design and Engineering,10,4d2ae556e0a3c9e0d8bad753057f10e5,Assistant Process Engineer,ENGINEERING PROFESSIONALS I,Industrial and Production Engineers,0.65185546875,MLE4208
Mechanical Engineering,College of Design and Engineering,1,1e39119d8413e6b3d1584a159cde9819,Product Engineer (Marine),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.689990222454071,ME3101
Mechanical Engineering,College of Design and Engineering,2,a6cbf6c77e8a5580d389d216038261c7,Mechanical Engineer,ENGINEERING PROFESSIONALS I,Mechanical Engineers (Excluding Transport and Vehicle Engineers),0.6891113519668579,ME3101
Mechanical Engineering,College of Design and Engineering,3,d2512f71b0121cc312582ccf69d79089,Product Engineer | Mechanical | CAD / SolidWorks | Marine and Offshore,ENGINEERING PROFESSIONALS I,Industrial and Production Engineers,0.678515613079071,ME3101
Mechanical Engineering,College of Design and Engineering,4,3270e1b6a10920ac2fc2a82a6a005c5e,Mechanical Engineer,ENGINEERING PROFESSIONALS I,Mechanical Engineers (Excluding Transport and Vehicle Engineers),0.6739746332168579,ME3263
Mechanical Engineering,College of Design and Engineering,5,c6c6233f9f80a72ba3cf7c92e376760e,Product Design Engineer | Marine Products (Mechanical Engineer),ENGINEERING PROFESSIONALS I,Mechanical Engineers (Excluding Transport and Vehicle Engineers),0.6731933355331421,ME3101
Mechanical Engineering,College of Design and Engineering,6,f3f2e6ebca2b2f0c8ebe5b8a0880a0be,Product Engineer (Mechanical),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.672607421875,ME3101
Mechanical Engineering,College of Design and Engineering,7,f71fd377742211c24f41065f32f9f44c,Product Engineer (Mechanical),ENGINEERING PROFESSIONALS I,Industrial and Production Engineers,0.672607421875,ME3101
Mechanical Engineering,College of Design and Engineering,8,2c53466334c2724edd098c605b8fa600,Mechanical Product Engineer | Oil & Gas | CAD | Marine Offshore,ENGINEERING PROFESSIONALS I,Industrial and Production Engineers,0.671923816204071,ME3101
Mechanical Engineering,College of Design and Engineering,9,fede847c2bc92bc4c2b3c947f71bcde7,Mechanical Engineer,ENGINEERING PROFESSIONALS I,Mechanical Engineers (Excluding Transport and Vehicle Engineers),0.668896496295929,ME3263
Mechanical Engineering,College of Design and Engineering,10,6d5a0287f5129b6007f8e7bbdfce5563,Product Design Engineer (Mechanical),ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.668164074420929,ME3101
Landscape Architecture,College of Design and Engineering,1,21a36c4d321aad416a565bc4918f7ed8,Landscape Architect/Designer,"ARCHITECTS, PLANNERS, SURVEYORS AND DESIGNERS",Landscape Architects and Designers,0.72705078125,LAD3003
Landscape Architecture,College of Design and Engineering,2,4890dc8166ea9a74fbd7ad75e01b1849,LANDSCAPE ARCHITECT,"ARCHITECTS, PLANNERS, SURVEYORS AND DESIGNERS",Landscape Architects and Designers,0.7176758050918579,LAD3003
