module_code,module_title,module_faculty,module_department,top_k_mean_sim,rank_top_k_sim,top_k_max_sim,top_k_min_sim,breadth_n_ssoc_groups,rank_breadth,coverage_n_jobs,coverage_pct,rank_coverage
GEC1011,Microbes which Changed Human History,Yong Loo Lin Sch of Medicine,Microbiology and Immunology,0.559130847454071,2317,0.60009765625,0.5390625,4,7,72,1.01,2581
HS2921,Effective Altruism in Theory and Practice,Arts and Social Science,Philosophy,0.559130847454071,2317,0.5703125,0.55029296875,6,5,550,7.75,2110
EC3378,Emerging India in Asia's Economic Integration,Arts and Social Science,Economics,0.55908203125,2318,0.57666015625,0.54931640625,7,4,316,4.45,2339
YID3233,Ecovillages and Ecotopias,Yale-NUS College,Yale-NUS College,0.55908203125,2318,0.5849609375,0.54541015625,6,5,323,4.55,2332
YSC3251,Conservation Ecology,Yale-NUS College,Yale-NUS College,0.55908203125,2318,0.5888671875,0.54150390625,6,5,214,3.01,2439
MUT3214,Concerto and Cadenza,YST Conservatory of Music,YSTCM Dean's Office,0.5589843988418579,2319,0.5849609375,0.55419921875,5,6,188,2.65,2465
MUA1190,Applied Voice Major Study 1A,YST Conservatory of Music,YSTCM Dean's Office,0.5589843988418579,2319,0.56982421875,0.55322265625,6,5,216,3.04,2437
YIR3306,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3307G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3308,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3309,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3305,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3318,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3319,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3320,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3314G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3313G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3314,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3313,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3305G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3310G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3319G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3306G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3307,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3308G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3304G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3317,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3315,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3317G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3315G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3316G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3316,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3311,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3311G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3312G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3318G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3304,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3303G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3309G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3302,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3302G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3301,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3310,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3303,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3312,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3320G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
YIR3301G,Independent Reading and Research,Yale-NUS College,Yale-NUS College,0.5589355230331421,2320,0.5849609375,0.54736328125,6,5,252,3.55,2402
PC2135,Thermodynamics and Statistical Mechanics,Science,Physics,0.558886706829071,2321,0.56884765625,0.55029296875,3,8,100,1.41,2553
YID2214,Plants and People,Yale-NUS College,Yale-NUS College,0.558886706829071,2321,0.59326171875,0.54296875,6,5,280,3.94,2375
GE2880,Topics in Geography I,Arts and Social Science,Geography,0.558837890625,2322,0.587890625,0.544921875,4,7,119,1.68,2534
GEM2911,Committed to Changing Our World: Dana Meadows’ Legacy,Residential College,Residential College 4,0.558837890625,2322,0.56884765625,0.55126953125,5,6,218,3.07,2435
GEM2911X,Committed to Changing Our World: Dana Meadows’ Legacy,Residential College,Residential College 4,0.558837890625,2322,0.56884765625,0.55126953125,5,6,218,3.07,2435
YHU2295,The Global Short Story,Yale-NUS College,Yale-NUS College,0.558837890625,2322,0.587890625,0.54296875,10,1,340,4.79,2315
TS3233,Southeast Asian Performance,Arts and Social Science,"English,Ling.andTheatre Studies",0.558789074420929,2323,0.576171875,0.54931640625,7,4,254,3.58,2400
MS4204,The Malay Middle Class,Arts and Social Science,Malay Studies,0.558789074420929,2323,0.57177734375,0.548828125,3,8,297,4.18,2358
MS4204HM,The Malay Middle Class,Arts and Social Science,Malay Studies,0.558789074420929,2323,0.57177734375,0.548828125,3,8,297,4.18,2358
EC2383,Environmental Economics,Arts and Social Science,Economics,0.5587402582168579,2324,0.5869140625,0.54736328125,5,6,126,1.77,2527
YID3212,Risk and Geohazard,Yale-NUS College,Yale-NUS College,0.5587402582168579,2324,0.59912109375,0.54248046875,5,6,97,1.37,2556
CS4345,General-Purpose Computation on GPU,Computing,Computer Science,0.5586913824081421,2325,0.58837890625,0.54052734375,6,5,34,0.48,2619
YSC1224,Introduction to Astronomy,Yale-NUS College,Yale-NUS College,0.5586913824081421,2325,0.59375,0.54736328125,6,5,306,4.31,2349
MS4660,Independent Study,Arts and Social Science,Malay Studies,0.5586913824081421,2325,0.576171875,0.54736328125,5,6,355,5.0,2300
MS4660HM,Independent Study,Arts and Social Science,Malay Studies,0.5586913824081421,2325,0.576171875,0.54736328125,5,6,355,5.0,2300
MLE4101A,BEng Dissertation,College of Design and Engineering,Materials Science and Engineering,0.558642566204071,2326,0.564453125,0.5537109375,6,5,349,4.91,2306
YHU4101,History Capstone Project,Yale-NUS College,Yale-NUS College,0.55859375,2327,0.60498046875,0.5419921875,7,4,237,3.34,2417
YSS4262,Interdisciplinary Legal Research Methods,Yale-NUS College,Yale-NUS College,0.55859375,2327,0.58154296875,0.54736328125,3,8,165,2.32,2488
NHS2046,Transitional Justice and War Crimes Trials: Case Studies from Singapore and Asia,NUS College,NUS College Dean's Office,0.558544933795929,2328,0.5703125,0.5517578125,3,8,211,2.97,2442
GE4880,Topics in Geography III,Arts and Social Science,Geography,0.558544933795929,2328,0.5927734375,0.54443359375,3,8,78,1.1,2575
EU4220,Topics in European Literature,Arts and Social Science,"English,Ling.andTheatre Studies",0.558544933795929,2328,0.580078125,0.54345703125,5,6,72,1.01,2581
SC3226,Markets and Society,Arts and Social Science,Sociology and Anthropology,0.558544933795929,2328,0.5810546875,0.55419921875,5,6,1226,17.27,1512
EN4263,Topics in European Literature,Arts and Social Science,"English,Ling.andTheatre Studies",0.558544933795929,2328,0.580078125,0.54345703125,5,6,72,1.01,2581
EU4220HM,Topics in European Literature,Arts and Social Science,"English,Ling.andTheatre Studies",0.558544933795929,2328,0.580078125,0.54345703125,5,6,72,1.01,2581
EN4263HM,Topics in European Literature,Arts and Social Science,"English,Ling.andTheatre Studies",0.558544933795929,2328,0.580078125,0.54345703125,5,6,72,1.01,2581
GE4228HM,Gender and the City,Arts and Social Science,Geography,0.5584961175918579,2329,0.58251953125,0.54833984375,5,6,232,3.27,2422
GET1048,Science: From Thinking to Narratives,Science,Biological Sciences,0.5584961175918579,2329,0.59130859375,0.5400390625,3,8,129,1.82,2524
GEX1028,Science: From Thinking to Narratives,Science,Biological Sciences,0.5584961175918579,2329,0.59130859375,0.5400390625,3,8,129,1.82,2524
GE4228,Gender and the City,Arts and Social Science,Geography,0.5584961175918579,2329,0.58251953125,0.54833984375,5,6,232,3.27,2422
GEM1902M,Junior Seminar: On Blindness,Residential College,Tembusu College,0.5584961175918579,2329,0.56982421875,0.54931640625,3,8,241,3.39,2413
GEK1022,Geopolitics:Geographies of War & Peace,Arts and Social Science,Geography,0.558398425579071,2330,0.60205078125,0.5439453125,6,5,407,5.73,2248
PH4201HM,Philosophy of Science,Arts and Social Science,Philosophy,0.558398425579071,2330,0.60693359375,0.5322265625,4,7,59,0.83,2594
PH4201,Philosophy of Science,Arts and Social Science,Philosophy,0.558398425579071,2330,0.60693359375,0.5322265625,4,7,59,0.83,2594
YSC4242,Finite Geometry,Yale-NUS College,Yale-NUS College,0.558349609375,2331,0.5830078125,0.54541015625,7,4,153,2.15,2500
GEH1033,How the Ocean Works,Science,Physics,0.558300793170929,2332,0.57275390625,0.5498046875,5,6,208,2.93,2445
XFA4417SE,Integrated Honours Thesis,Arts and Social Science,Southeast Asian Studies,0.558300793170929,2332,0.56298828125,0.5537109375,5,6,167,2.35,2486
PL4228,Criminal Forensic Psychology,Arts and Social Science,Psychology,0.558300793170929,2332,0.61669921875,0.5263671875,6,5,82,1.15,2571
PL4228HM,Criminal Forensic Psychology,Arts and Social Science,Psychology,0.558300793170929,2332,0.61669921875,0.5263671875,6,5,82,1.15,2571
GE4231HM,Urban and Regional Economies,Arts and Social Science,Geography,0.558300793170929,2332,0.56298828125,0.548828125,3,8,148,2.08,2505
GE4231,Urban and Regional Economies,Arts and Social Science,Geography,0.558300793170929,2332,0.56298828125,0.548828125,3,8,148,2.08,2505
HY2251,From the Wheel to the Web,Arts and Social Science,History,0.5582519769668579,2333,0.5771484375,0.54833984375,8,3,321,4.52,2334
UTC1702H,Thinking in Systems: Makings of the Ecopreneur,Residential College,Residential College 4,0.5582519769668579,2333,0.58447265625,0.5517578125,7,4,337,4.75,2318
GL4887HM,Topics in Religion and Ethnicity,Arts and Social Science,Political Science,0.5582519769668579,2333,0.5732421875,0.55126953125,6,5,506,7.13,2152
GL4887,Topics in Religion and Ethnicity,Arts and Social Science,Political Science,0.5582519769668579,2333,0.5732421875,0.55126953125,6,5,506,7.13,2152
YHU4273,Literature at Sea,Yale-NUS College,Yale-NUS College,0.5582031011581421,2334,0.603515625,0.5419921875,5,6,164,2.31,2489
YSC2232,Linear Algebra,Yale-NUS College,Yale-NUS College,0.5582031011581421,2334,0.57763671875,0.55078125,6,5,212,2.99,2441
LL4437V,Law and Democracy in East Asia,Law,FoL Dean's Office,0.5582031011581421,2334,0.57470703125,0.55078125,4,7,191,2.69,2462
PS2247,South Asian Politics,Arts and Social Science,Political Science,0.5582031011581421,2334,0.56494140625,0.5517578125,6,5,286,4.03,2369
UTW1001D,"Self, Society, and the Digital Tsunami era",Non-Faculty-based Departments,Center for Engl Lang Comms,0.5582031011581421,2334,0.58251953125,0.54345703125,6,5,91,1.28,2562
LL4437,Law and Democracy in East Asia,Law,FoL Dean's Office,0.5582031011581421,2334,0.57470703125,0.55078125,4,7,191,2.69,2462
GL4882B,Contested Globalisation: Resistance and Resilience,Arts and Social Science,Political Science,0.558154284954071,2335,0.56591796875,0.55224609375,7,4,298,4.2,2357
GL4882BHM,Contested Globalisation: Resistance and Resilience,Arts and Social Science,Political Science,0.558154284954071,2335,0.56591796875,0.55224609375,7,4,298,4.2,2357
PHS2117,Principles of Pharmaceutical Formulations II,Science,PharmacyandPharmaceuticalScience,0.558154284954071,2335,0.5771484375,0.54638671875,6,5,123,1.73,2530
PHS3101,Principles of Pharmaceutical Formulations II,Science,PharmacyandPharmaceuticalScience,0.558154284954071,2335,0.5771484375,0.54638671875,6,5,123,1.73,2530
EL4211HM,Grammar Writing,Arts and Social Science,"English,Ling.andTheatre Studies",0.55810546875,2336,0.56982421875,0.55224609375,3,8,156,2.2,2497
EL4211,Grammar Writing,Arts and Social Science,"English,Ling.andTheatre Studies",0.55810546875,2336,0.56982421875,0.55224609375,3,8,156,2.2,2497
UTC1122,Skin,Residential College,Tembusu College,0.558056652545929,2337,0.5927734375,0.54736328125,4,7,299,4.21,2356
PL3253,Psychobiological Perspectives on Emotion,Arts and Social Science,Psychology,0.558056652545929,2337,0.56982421875,0.541015625,7,4,195,2.75,2458
LL4543,United Nations Human Rights Mechanisms,Law,FoL Dean's Office,0.558056652545929,2337,0.5849609375,0.54931640625,6,5,667,9.39,2000
YSS3288,"Empire, Country, Corporation: The Struggle for Control",Yale-NUS College,Yale-NUS College,0.5580078363418579,2338,0.5634765625,0.5537109375,4,7,1033,14.55,1668
ST4251,Categorical Data Analysis I,Science,Statistics and Data Science,0.5580078363418579,2338,0.57421875,0.55126953125,5,6,114,1.61,2539
MA1521,Calculus for Computing,Science,Mathematics,0.5580078363418579,2338,0.580078125,0.544921875,9,2,148,2.08,2505
YSS3246,Cities of the Global South,Yale-NUS College,Yale-NUS College,0.5579589605331421,2339,0.57275390625,0.55224609375,7,4,292,4.11,2363
PL4240HM,Emotion and Psychopathology,Arts and Social Science,Psychology,0.5579589605331421,2339,0.59912109375,0.54248046875,6,5,189,2.66,2464
PL4240,Emotion and Psychopathology,Arts and Social Science,Psychology,0.5579589605331421,2339,0.59912109375,0.54248046875,6,5,189,2.66,2464
YSC2234,Human Biology,Yale-NUS College,Yale-NUS College,0.5579589605331421,2339,0.57568359375,0.544921875,5,6,73,1.03,2580
PS4303HM,Political theory of meritocracy,Arts and Social Science,Political Science,0.557910144329071,2340,0.55908203125,0.556640625,2,9,183,2.58,2470
PS4303,Political theory of meritocracy,Arts and Social Science,Political Science,0.557910144329071,2340,0.55908203125,0.556640625,2,9,183,2.58,2470
YHU2341,Philosophy of Games,Yale-NUS College,Yale-NUS College,0.557861328125,2341,0.5791015625,0.5537109375,3,8,240,3.38,2414
EC1101E,Introduction to Economic Analysis,Arts and Social Science,Economics,0.557861328125,2341,0.59765625,0.5419921875,4,7,71,1.0,2582
CS2106,Introduction to Operating Systems,Computing,Computer Science,0.557861328125,2341,0.5732421875,0.54541015625,6,5,223,3.14,2430
YSS3361,Politics and Film,Yale-NUS College,Yale-NUS College,0.5577636957168579,2342,0.5751953125,0.5419921875,7,4,97,1.37,2556
LL4122V,The Contemporary Indian Legal System,Law,FoL Dean's Office,0.5577148199081421,2343,0.56640625,0.54345703125,1,10,87,1.23,2566
EC4305,Applied Econometrics,Arts and Social Science,Economics,0.5577148199081421,2343,0.58984375,0.53955078125,7,4,55,0.77,2598
EC4305HM,Applied Econometrics,Arts and Social Science,Economics,0.5577148199081421,2343,0.58984375,0.53955078125,7,4,55,0.77,2598
CH4247HM,Print Culture in Modern China,Arts and Social Science,Chinese Studies,0.557666003704071,2344,0.56884765625,0.5498046875,7,4,101,1.42,2552
CH4247,Print Culture in Modern China,Arts and Social Science,Chinese Studies,0.557666003704071,2344,0.56884765625,0.5498046875,7,4,101,1.42,2552
TR3000,Independent Study Course in Entrepreneurship,Non-Faculty-based Departments,NUS Enterprise Academy,0.557666003704071,2344,0.56787109375,0.55419921875,4,7,176,2.48,2477
ETP3221,Independent Study Course in Entrepreneurship,Non-Faculty-based Departments,NUS Enterprise Academy,0.557666003704071,2344,0.56787109375,0.55419921875,4,7,176,2.48,2477
YSC2216,Evolutionary Biology,Yale-NUS College,Yale-NUS College,0.557666003704071,2344,0.61328125,0.5361328125,5,6,54,0.76,2599
NTW2008,"Power, Space and Pleasure",NUS College,NUS College Dean's Office,0.557666003704071,2344,0.57666015625,0.544921875,7,4,463,6.52,2193
MA2108,Mathematical Analysis I,Science,Mathematics,0.5576171875,2345,0.59130859375,0.544921875,5,6,76,1.07,2577
ST3248,Statistical Learning I,Science,Statistics and Data Science,0.5576171875,2345,0.59228515625,0.54248046875,6,5,113,1.59,2540
CH3247,Socio-Economic History of China,Arts and Social Science,Chinese Studies,0.557568371295929,2346,0.591796875,0.546875,8,3,212,2.99,2441
ST4232,Nonparametric Statistics,Science,Statistics and Data Science,0.557568371295929,2346,0.58056640625,0.5439453125,4,7,139,1.96,2514
PL3241,Personality & Individual Differences,Arts and Social Science,Psychology,0.5575195550918579,2347,0.57958984375,0.53173828125,5,6,161,2.27,2492
YIL1201R,Directed Language Study: Beginning Russian 1,Yale-NUS College,Yale-NUS College,0.5575195550918579,2347,0.57177734375,0.5537109375,3,8,132,1.86,2521
EL2102,Sound Patterns in Language,Arts and Social Science,"English,Ling.andTheatre Studies",0.5575195550918579,2347,0.57080078125,0.5458984375,5,6,133,1.87,2520
NST2018,How Linguists Work,NUS,NUS College Dean's Office,0.5575195550918579,2347,0.58203125,0.54052734375,5,6,37,0.52,2616
YHU3319,Disability and the Arts,Yale-NUS College,Yale-NUS College,0.557324230670929,2348,0.572265625,0.54931640625,7,4,86,1.21,2567
LL4361Z,Complex Arbitrations: Multiparty – Multicontract,Law,FoL Dean's Office,0.557324230670929,2348,0.59912109375,0.53857421875,4,7,101,1.42,2552
YHU2331,Introduction to Logic: A Multi-Cultural Perspective,Yale-NUS College,Yale-NUS College,0.557324230670929,2348,0.57958984375,0.54248046875,4,7,114,1.61,2539
GE3235,Geographies of Development,Arts and Social Science,Geography,0.5572754144668579,2349,0.57861328125,0.54931640625,5,6,322,4.53,2333
MUA2168,Continuing Area Study 1,YST Conservatory of Music,YSTCM Dean's Office,0.5572754144668579,2349,0.56396484375,0.5517578125,6,5,391,5.51,2264
SE4227HM,Nationalism in Southeast Asia,Arts and Social Science,Southeast Asian Studies,0.5572754144668579,2349,0.57861328125,0.54296875,8,3,232,3.27,2422
LL4197,Comparative State and Religion in Southeast Asia,Law,FoL Dean's Office,0.5572754144668579,2349,0.5654296875,0.5537109375,7,4,393,5.53,2262
NTW2039,Videogame Theory and Analysis,NUS College,NUS College Dean's Office,0.5572754144668579,2349,0.57763671875,0.54736328125,7,4,74,1.04,2579
SE4227,Nationalism in Southeast Asia,Arts and Social Science,Southeast Asian Studies,0.5572754144668579,2349,0.57861328125,0.54296875,8,3,232,3.27,2422
NHS2076,What Can I Know?,NUS College,NUS College Dean's Office,0.5572265386581421,2350,0.58154296875,0.55029296875,6,5,326,4.59,2329
MUA1169,Foundational Area Study 2,YST Conservatory of Music,YSTCM Dean's Office,0.5572265386581421,2350,0.5712890625,0.54833984375,8,3,459,6.46,2197
YSC2205,Mathematical Methods in Physical Sciences,Yale-NUS College,Yale-NUS College,0.557177722454071,2351,0.6103515625,0.53125,5,6,68,0.96,2585
YSC4211F,Adv Topics: Human Population Genomics,Yale-NUS College,Yale-NUS College,0.557177722454071,2351,0.62353515625,0.53271484375,3,8,35,0.49,2618
LAS4204HM,Spanish 8 Language and Spanish Studies,Arts and Social Science,Centre for Language Studies,0.55712890625,2352,0.5888671875,0.544921875,5,6,123,1.73,2530
LAS4204,Spanish 8 Language and Spanish Studies,Arts and Social Science,Centre for Language Studies,0.55712890625,2352,0.5888671875,0.544921875,5,6,123,1.73,2530
ST3243,Statistical Methods in Epidemiology,Science,Statistics and Data Science,0.557080090045929,2353,0.58544921875,0.54248046875,5,6,93,1.31,2560
PE4102E,Institutions and Political Economy,Arts and Social Science,Economics,0.557080090045929,2353,0.5947265625,0.5439453125,4,7,198,2.79,2455
GE2202,Economy & Space,Arts and Social Science,Geography,0.557080090045929,2353,0.58154296875,0.54833984375,4,7,176,2.48,2477
PE4102EHM,Institutions and Political Economy,Arts and Social Science,Economics,0.557080090045929,2353,0.5947265625,0.5439453125,4,7,198,2.79,2455
IFS4102,Digital Forensics,Computing,Computer Science,0.5570312738418579,2354,0.57177734375,0.54833984375,4,7,89,1.25,2564
XFA4417PL,Integrated Honours Thesis,Arts and Social Science,Psychology,0.5569823980331421,2355,0.56298828125,0.55322265625,4,7,154,2.17,2499
XFA4417,Integrated Honours Thesis,Arts and Social Science,FASS DO/Office of Programmes,0.5569823980331421,2355,0.56298828125,0.55322265625,4,7,154,2.17,2499
YSS3248,Advanced Macroeconomics,Yale-NUS College,Yale-NUS College,0.556933581829071,2356,0.56591796875,0.546875,5,6,67,0.94,2586
YSC2241,Plant Biology,Yale-NUS College,Yale-NUS College,0.556884765625,2357,0.5947265625,0.5390625,4,7,63,0.89,2590
NST2005,"The Doors of Perception: Biology, Technology & Culture",NUS College,NUS College Dean's Office,0.556835949420929,2358,0.57861328125,0.544921875,4,7,151,2.13,2502
GEH1017,Computation & Machine: Ancient to Modern,Science,Physics,0.556835949420929,2358,0.58447265625,0.546875,5,6,131,1.84,2522
YSS4294,Political Theory & the British Empire in Southeast Asia,Yale-NUS College,Yale-NUS College,0.556835949420929,2358,0.5927734375,0.546875,5,6,242,3.41,2412
SFI2072,Introducing Cambodia,NUS,Office of the Provost,0.556835949420929,2358,0.56005859375,0.5556640625,2,9,344,4.84,2311
FAS2882D,An Introduction to Psychology Through Illusion,Arts and Social Science,FASS DO/Office of Programmes,0.5567871332168579,2359,0.57275390625,0.5458984375,6,5,443,6.24,2213
FMA1202D,"Taking Risks: Economics, Psychology, and Biology",Arts and Social Science,Economics,0.5567871332168579,2359,0.57470703125,0.5439453125,5,6,437,6.15,2219
MUT3220,Wind Ensemble Arranging/Composition,YST Conservatory of Music,YSTCM Dean's Office,0.5567382574081421,2360,0.61474609375,0.54052734375,6,5,169,2.38,2484
AN4206,The Political Economy of Music,Arts and Social Science,Sociology and Anthropology,0.5567382574081421,2360,0.572265625,0.544921875,3,8,52,0.73,2601
YSC1217,"Creativity, Imagination and Theoretical Physics",Yale-NUS College,Yale-NUS College,0.556689441204071,2361,0.56591796875,0.54248046875,3,8,55,0.77,2598
SN3275,Subtle Tamil Traits? Tamil Culture and Society,Arts and Social Science,South Asian Studies,0.556689441204071,2361,0.56787109375,0.546875,5,6,102,1.44,2551
NHT2211,Introduction to Poetry Writing,NUS College,NUS College Dean's Office,0.556689441204071,2361,0.5771484375,0.5458984375,6,5,277,3.9,2378
FAS1101,Writing Academically: Arts and Social Sciences,Non-Faculty-based Departments,Center for Engl Lang Comms,0.556689441204071,2361,0.58349609375,0.5498046875,5,6,325,4.58,2330
ST4250,Multivariate Statistical Analysis,Science,Statistics and Data Science,0.556689441204071,2361,0.56982421875,0.546875,5,6,203,2.86,2450
YSC4235,Graph Theory,Yale-NUS College,Yale-NUS College,0.556689441204071,2361,0.5791015625,0.544921875,7,4,178,2.51,2475
LL4373V,Advanced Copyright,Law,FoL Dean's Office,0.556640625,2362,0.5908203125,0.54736328125,7,4,183,2.58,2470
LL4373,Advanced Copyright,Law,FoL Dean's Office,0.556640625,2362,0.5908203125,0.54736328125,7,4,183,2.58,2470
NHS2059,Law in the Making: From Protecting to Policing Society,NUS College,NUS College Dean's Office,0.556640625,2362,0.568359375,0.54736328125,4,7,275,3.87,2380
HY3202,International History of SE Asia,Arts and Social Science,History,0.556640625,2362,0.58544921875,0.541015625,7,4,128,1.8,2525
LL4061,Inquiry,Law,FoL Dean's Office,0.556591808795929,2363,0.583984375,0.54638671875,6,5,124,1.75,2529
LL4061V,Inquiry,Law,FoL Dean's Office,0.556591808795929,2363,0.583984375,0.54638671875,6,5,124,1.75,2529
YSS3254,Globalization on the Ground,Yale-NUS College,Yale-NUS College,0.556591808795929,2363,0.5625,0.55322265625,6,5,679,9.56,1988
LL4062V,Legal Reasoning & Legal Theory,Law,FoL Dean's Office,0.5565429925918579,2364,0.5673828125,0.5517578125,2,9,47,0.66,2606
LL4062,Legal Reasoning & Legal Theory,Law,FoL Dean's Office,0.5565429925918579,2364,0.5673828125,0.5517578125,2,9,47,0.66,2606
HY2247,Sport and History,Arts and Social Science,History,0.5564941167831421,2365,0.611328125,0.54443359375,5,6,234,3.3,2420
MUT2203,Texture and Timbre,YST Conservatory of Music,YSTCM Dean's Office,0.5564941167831421,2365,0.5986328125,0.54248046875,2,9,51,0.72,2602
YSC2243,Probability,Yale-NUS College,Yale-NUS College,0.5564941167831421,2365,0.576171875,0.548828125,5,6,136,1.92,2517
MA4275,Mathematics of Reinforcement Learning,Science,Mathematics,0.556445300579071,2366,0.57275390625,0.546875,6,5,80,1.13,2573
PH2226,Concept of Nature in Inquiry,Arts and Social Science,Philosophy,0.556445300579071,2366,0.5849609375,0.53759765625,4,7,58,0.82,2595
GEM1006,Study of Movement Aesthetics,Arts and Social Science,"English,Ling.andTheatre Studies",0.556445300579071,2366,0.57861328125,0.54443359375,8,3,154,2.17,2499
EC4307,Issues in Macroeconomics,Arts and Social Science,Economics,0.556396484375,2367,0.57080078125,0.54736328125,5,6,120,1.69,2533
PL4248,Hallucinations and Delusions: A Cognitive Perspective,Arts and Social Science,Psychology,0.556396484375,2367,0.59521484375,0.548828125,5,6,165,2.32,2488
