module_code,module_title,module_faculty,module_department,top_k_mean_sim,rank_top_k_sim,top_k_max_sim,top_k_min_sim,breadth_n_ssoc_groups,rank_breadth,coverage_n_jobs,coverage_pct,rank_coverage
FIN3102A,Investment Analysis and Portfolio Management,NUS Business School,Finance,0.7587890625,1,0.78271484375,0.74365234375,2,9,3978,56.02,227
FIN3102,Investment Analysis and Portfolio Management,NUS Business School,Finance,0.7587890625,1,0.78271484375,0.74365234375,2,9,3978,56.02,227
FIN3702,Investment Analysis and Portfolio Management,NUS Business School,Finance,0.7587890625,1,0.78271484375,0.74365234375,2,9,3978,56.02,227
FIN3702A,Investment Analysis and Portfolio Management,NUS Business School,Finance,0.7587890625,1,0.78271484375,0.74365234375,2,9,3978,56.02,227
FIN3702B,Investment Analysis and Portfolio Management,NUS Business School,Finance,0.7587890625,1,0.78271484375,0.74365234375,2,9,3978,56.02,227
FIN3702D,Investment Analysis and Portfolio Management,NUS Business School,Finance,0.7587890625,1,0.78271484375,0.74365234375,2,9,3978,56.02,227
FIN3702C,Investment Analysis and Portfolio Management,NUS Business School,Finance,0.7587890625,1,0.78271484375,0.74365234375,2,9,3978,56.02,227
FIN3102B,Investment Analysis and Portfolio Management,NUS Business School,Finance,0.7587890625,1,0.78271484375,0.74365234375,2,9,3978,56.02,227
FIN3102D,Investment Analysis and Portfolio Management,NUS Business School,Finance,0.7587890625,1,0.78271484375,0.74365234375,2,9,3978,56.02,227
FIN3102C,Investment Analysis and Portfolio Management,NUS Business School,Finance,0.7587890625,1,0.78271484375,0.74365234375,2,9,3978,56.02,227
TCE4282,Building Information Modeling for Project Management,Cont and Lifelong Education,SCALE Dean's Office,0.757519543170929,2,0.779296875,0.74169921875,4,7,1389,19.56,1389
CE4282,Building Information Modeling for Project Management,College of Design and Engineering,Civil and Environmental Engineering,0.757519543170929,2,0.779296875,0.74169921875,4,7,1389,19.56,1389
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,NUS Business School,Finance,0.7427734136581421,3,0.76220703125,0.72607421875,3,8,5961,83.95,13
DSC4213,Analytical Tools for Consulting,NUS Business School,Analytics and Operations,0.7381347417831421,4,0.763671875,0.71923828125,2,9,5372,75.65,41
CN4217E,Processing of Microelectronic Materials,Cont and Lifelong Education,SCALE Dean's Office,0.73388671875,5,0.748046875,0.7197265625,3,8,2567,36.15,708
TCN4217,Processing of Microelectronic Materials,Cont and Lifelong Education,SCALE Dean's Office,0.73388671875,5,0.748046875,0.7197265625,3,8,2567,36.15,708
FIN3135,Consumer Banking Wealth Management,NUS Business School,Finance,0.7327636480331421,6,0.7978515625,0.71826171875,2,9,3181,44.8,448
FIN3721,Consumer Banking Wealth Management,NUS Business School,Finance,0.7327636480331421,6,0.7978515625,0.71826171875,2,9,3181,44.8,448
EE4410,Integrated Circuit And System Design,College of Design and Engineering,Electrical and Computer Engineering,0.731884777545929,7,0.75830078125,0.701171875,3,8,937,13.2,1749
MKT4722,Personal Selling & Sales Management,NUS Business School,Marketing,0.72998046875,8,0.74560546875,0.71826171875,5,6,4488,63.2,140
PF3208,Project Leadership,College of Design and Engineering,Built Environment,0.729736328125,9,0.8154296875,0.67822265625,3,8,2289,32.23,843
CN4217R,Processing of Microelectronic Materials,College of Design and Engineering,Chemical and Biomolecular Engineering,0.7291015386581421,10,0.75146484375,0.71630859375,3,8,2768,38.98,616
CE3166,Steel Design for Urban Infrastructure,College of Design and Engineering,Civil and Environmental Engineering,0.729052722454071,11,0.759765625,0.71240234375,2,9,3066,43.18,491
CE4103,Civil Engineering Design Project,College of Design and Engineering,Civil and Environmental Engineering,0.7274414300918579,12,0.74609375,0.71533203125,2,9,1627,22.91,1222
EE4410A,Integrated Circuit Design,College of Design and Engineering,Electrical and Computer Engineering,0.726367175579071,13,0.75439453125,0.69580078125,3,8,864,12.17,1816
MKT3425,Retail Marketing,NUS Business School,Marketing,0.7254883050918579,14,0.73046875,0.7197265625,3,8,6179,87.02,9
LL4475V,Law and Practice of Investment Management,Law,FoL Dean's Office,0.7252441644668579,15,0.75439453125,0.70849609375,4,7,5343,75.24,43
LL4475,Law and Practice of Investment Management,Law,FoL Dean's Office,0.7252441644668579,15,0.75439453125,0.70849609375,4,7,5343,75.24,43
CS3216,Software Product Engineering for Digital Markets,Computing,Computer Science,0.7251952886581421,16,0.7578125,0.7119140625,5,6,4254,59.91,183
MKT3720,Retail Marketing,NUS Business School,Marketing,0.7251952886581421,16,0.728515625,0.72021484375,3,8,6337,89.24,6
UTC2416,Positive Youth Development in Singapore,Residential College,College of Alice and Peter Tan,0.72412109375,17,0.736328125,0.71044921875,3,8,4372,61.57,161
UTS2411,Positive Youth Development in Singapore,Residential College,College of Alice and Peter Tan,0.72412109375,17,0.736328125,0.71044921875,3,8,4372,61.57,161
IS3108,Full-stack Software Engineering for AI Solutions II,Computing,Information Systems and Analytics,0.7220214605331421,18,0.76953125,0.69921875,1,10,2410,33.94,781
TCE3165,Structural Concrete Design,Cont and Lifelong Education,SCALE Dean's Office,0.721435546875,19,0.74853515625,0.7138671875,2,9,1664,23.43,1200
IS4262,Digital Product Management,Computing,Information Systems and Analytics,0.72021484375,20,0.76318359375,0.7060546875,6,5,3376,47.54,385
IS2108,Full-stack Software Engineering for AI Solutions I,Computing,Information Systems and Analytics,0.7196289300918579,21,0.796875,0.6923828125,3,8,1224,17.24,1514
ME3263,Design For Manufacturing And Assembly,College of Design and Engineering,Mechanical Engineering,0.7195800542831421,22,0.7265625,0.70556640625,2,9,2002,28.19,989
TME3263,Design for Manufacturing and Assembly,Cont and Lifelong Education,SCALE Dean's Office,0.71923828125,23,0.72265625,0.7158203125,3,8,1990,28.02,997
ME3263E,Design for Manufacturing and Assembly,Cont and Lifelong Education,SCALE Dean's Office,0.71923828125,23,0.72265625,0.7158203125,3,8,1990,28.02,997
MKT3723,Wealth Management Marketing,NUS Business School,Marketing,0.7191406488418579,24,0.76025390625,0.70361328125,2,9,4457,62.77,146
MKT3428,Wealth Management Marketing,NUS Business School,Marketing,0.7191406488418579,24,0.76025390625,0.70361328125,2,9,4457,62.77,146
GEN2062Y,Community Activities for Seniors,NUS,Office of the Provost,0.718310534954071,25,0.76611328125,0.70361328125,6,5,3841,54.09,255
TCE3166,Structural Steel Design and System,Cont and Lifelong Education,SCALE Dean's Office,0.7178710699081421,26,0.76708984375,0.6962890625,2,9,3114,43.85,471
MNO4717,Talent Acquisition,NUS Business School,Management and Organisation,0.7157226800918579,27,0.75390625,0.68310546875,1,10,4835,68.09,92
EE3408E,Integrated Analog Design,Cont and Lifelong Education,SCALE Dean's Office,0.7154785394668579,28,0.748046875,0.67578125,3,8,893,12.58,1789
TR3001,New Product Development,Non-Faculty-based Departments,NUS Enterprise Academy,0.714404284954071,29,0.72119140625,0.70458984375,3,8,4283,60.32,178
MLE4213,Innovation & Product Development for Material Engineers,College of Design and Engineering,Materials Science and Engineering,0.712890625,30,0.74658203125,0.70166015625,3,8,4197,59.1,194
ETP2271,Discovering Resilience and Purpose,NUS,NUS Enterprise Academy,0.712890625,30,0.71630859375,0.70947265625,1,10,4384,61.74,160
UTS2712,Leadership At the Fringe,Residential College,Residential College 4,0.712158203125,31,0.71484375,0.70947265625,1,10,4527,63.75,129
UTC2725,Leadership At the Fringe,Residential College,Residential College 4,0.712158203125,31,0.71484375,0.70947265625,1,10,4527,63.75,129
LL4191,Wealth Management Law,Law,FoL Dean's Office,0.7113281488418579,32,0.73095703125,0.69482421875,2,9,1914,26.95,1040
MKT4415J,SIM: Personal Selling & Sales Management,NUS Business School,Marketing,0.7107909917831421,33,0.73046875,0.70556640625,3,8,4772,67.2,100
TS2235,Marketing the Arts and Leisure Services,Arts and Social Science,"English,Ling.andTheatre Studies",0.7105957269668579,34,0.71142578125,0.70947265625,2,9,5336,75.14,44
MLE4219,Materials for Optics: from Quantum Light to Nanodevices,College of Design and Engineering,Materials Science and Engineering,0.7105468511581421,35,0.7666015625,0.68603515625,2,9,1187,16.72,1542
MNO2711X,NUS Young Leaders Programme (NYLP),NUS Business School,Management and Organisation,0.7099609375,36,0.71533203125,0.70458984375,1,10,5381,75.78,40
EE4415,Integrated Digital Design,College of Design and Engineering,Electrical and Computer Engineering,0.7093261480331421,37,0.72412109375,0.68017578125,3,8,702,9.89,1966
EE4415E,Integrated Digital Design,Cont and Lifelong Education,SCALE Dean's Office,0.7093261480331421,37,0.72412109375,0.68017578125,3,8,702,9.89,1966
TEE4415,Integrated Digital Design,Cont and Lifelong Education,SCALE Dean's Office,0.7093261480331421,37,0.72412109375,0.68017578125,3,8,702,9.89,1966
CS3203,Software Engineering Project,Computing,Computer Science,0.709179699420929,38,0.7802734375,0.68994140625,2,9,1775,25.0,1127
MKT4415M,SIM: Product Experience Management,NUS Business School,Marketing,0.708984375,39,0.72705078125,0.70556640625,3,8,3962,55.79,230
IS2102,Requirements Analysis for Business IT Systems,Computing,Information Systems and Analytics,0.708935558795929,40,0.7529296875,0.67431640625,2,9,2781,39.16,610
LL4412,Securities and Capital Markets Regulation,Law,FoL Dean's Office,0.708740234375,41,0.7392578125,0.68505859375,3,8,4694,66.1,107
TM3101,Mechanical Systems Design,Cont and Lifelong Education,SCALE Dean's Office,0.708740234375,41,0.7314453125,0.69482421875,1,10,2715,38.23,644
TEE3201,Software Engineering,Cont and Lifelong Education,SCALE Dean's Office,0.708691418170929,42,0.7255859375,0.69091796875,3,8,2903,40.88,564
TE3201,Software Engineering,Cont and Lifelong Education,SCALE Dean's Office,0.708691418170929,42,0.7255859375,0.69091796875,3,8,2903,40.88,564
PF3209,Building Information Modelling,College of Design and Engineering,Built Environment,0.708544909954071,43,0.73583984375,0.69775390625,4,7,866,12.2,1814
ME3101,Mechanical Systems Design I,College of Design and Engineering,Mechanical Engineering,0.708300769329071,44,0.73876953125,0.6953125,1,10,2908,40.95,562
CN4101,Process Control and Safety,College of Design and Engineering,Chemical and Biomolecular Engineering,0.708203136920929,45,0.7353515625,0.68408203125,2,9,1960,27.6,1014
IPM2106,Mechanical and Electrical Systems,College of Design and Engineering,Built Environment,0.707763671875,46,0.72021484375,0.70361328125,3,8,1730,24.36,1154
MKT3717A,Product & Brand Management,NUS Business School,Marketing,0.7076660394668579,47,0.72265625,0.6962890625,5,6,4481,63.1,143
MKT3717,Product & Brand Management,NUS Business School,Marketing,0.7076660394668579,47,0.72265625,0.6962890625,5,6,4481,63.1,143
MKT3717B,Product & Brand Management,NUS Business School,Marketing,0.7076660394668579,47,0.72265625,0.6962890625,5,6,4481,63.1,143
GEN2050X,Teach SG,NUS,Office of the Provost,0.7076171636581421,48,0.73291015625,0.6953125,4,7,3621,50.99,311
CE2183,Construction Project Management,College of Design and Engineering,Civil and Environmental Engineering,0.707470715045929,49,0.7314453125,0.689453125,5,6,2050,28.87,968
TCE2183,Construction Project Management,Cont and Lifelong Education,SCALE Dean's Office,0.707470715045929,49,0.7314453125,0.689453125,5,6,2050,28.87,968
CS2113,Software Engineering & Object-Oriented Programming,Computing,Computer Science,0.707080066204071,50,0.74951171875,0.6845703125,2,9,2139,30.12,916
CS2113T,Software Engineering & Object-Oriented Programming,Computing,Computer Science,0.707080066204071,50,0.74951171875,0.6845703125,2,9,2139,30.12,916
MKT3418A,Product and Brand Management,NUS Business School,Marketing,0.706250011920929,51,0.71875,0.6962890625,5,6,4516,63.6,135
MKT3418B,Product and Brand Management,NUS Business School,Marketing,0.706250011920929,51,0.71875,0.6962890625,5,6,4516,63.6,135
MKT3418,Product And Brand Management,NUS Business School,Marketing,0.706250011920929,51,0.71875,0.6962890625,5,6,4516,63.6,135
MNO4314,Consulting to Management,NUS Business School,Management and Organisation,0.7062011957168579,52,0.74951171875,0.69189453125,3,8,6852,96.49,1
SA4104,Digital Product Management,NUS-ISS,NUS-ISS,0.7060546875,53,0.7197265625,0.69580078125,5,6,4439,62.51,150
SA4101,Software Analysis and Design,NUS-ISS,NUS-ISS,0.705859363079071,54,0.72900390625,0.69091796875,4,7,5215,73.44,51
UTC2415,The Effective Non-Profit in Singapore,Residential College,College of Alice and Peter Tan,0.705810546875,55,0.71435546875,0.69140625,6,5,6182,87.06,8
UTS2415,The Effective Non-Profit in Singapore,Residential College,College of Alice and Peter Tan,0.705810546875,55,0.71435546875,0.69140625,6,5,6182,87.06,8
GEN2050Y,Teach SG,NUS,Office of the Provost,0.7054198980331421,56,0.73046875,0.693359375,4,7,3426,48.25,371
GEN2050,Teach SG,NUS,Office of the Provost,0.7054198980331421,56,0.73046875,0.693359375,4,7,3426,48.25,371
FIN4112K,SIF: Applied Portfolio Management Techniques,NUS Business School,Finance,0.704638659954071,57,0.7294921875,0.69287109375,2,9,3573,50.32,324
TCX3221,Software Engineering,Cont and Lifelong Education,SCALE Dean's Office,0.70458984375,58,0.72412109375,0.68798828125,3,8,1757,24.74,1136
MNO2711Y,NUS Young Leaders Programme (NYLP),NUS Business School,Management and Organisation,0.70458984375,58,0.71142578125,0.69775390625,1,10,5067,71.36,68
MNO2711,NUS Young Leaders Programme (NYLP),NUS Business School,Management and Organisation,0.70458984375,58,0.71142578125,0.69775390625,1,10,5067,71.36,68
IS3107,Data Engineering,Computing,Information Systems and Analytics,0.70458984375,58,0.7568359375,0.66552734375,2,9,1119,15.76,1599
TME4261,Tool Engineering,Cont and Lifelong Education,SCALE Dean's Office,0.704345703125,59,0.70703125,0.69384765625,1,10,1174,16.53,1553
ME4261,Tool Engineering,College of Design and Engineering,Mechanical Engineering,0.704345703125,59,0.70703125,0.69384765625,1,10,1174,16.53,1553
ME4261E,Tool Engineering,Cont and Lifelong Education,SCALE Dean's Office,0.704345703125,59,0.70703125,0.69384765625,1,10,1174,16.53,1553
TIE4230,Quality Engineering II,Cont and Lifelong Education,SCALE Dean's Office,0.7039550542831421,60,0.70654296875,0.69970703125,2,9,4506,63.46,136
CN4223R,Microelectronic Thin Films,College of Design and Engineering,Chemical and Biomolecular Engineering,0.703906238079071,61,0.77392578125,0.6865234375,3,8,1690,23.8,1181
DSC3225,Project Management,NUS Business School,Analytics and Operations,0.7037109136581421,62,0.712890625,0.69580078125,4,7,5220,73.51,48
EE3031E,Innovation & Enterprise I,Cont and Lifelong Education,SCALE Dean's Office,0.703564465045929,63,0.708984375,0.6904296875,2,9,3867,54.46,250
MNO4711,Consulting to Management,NUS Business School,Management and Organisation,0.7035156488418579,64,0.7431640625,0.69189453125,2,9,6536,92.04,3
PR3146,Pharmacy Law in Singapore,Science,PharmacyandPharmaceuticalScience,0.703173816204071,65,0.77197265625,0.6650390625,3,8,2253,31.73,863
FST3112,Food Quality Assurance and Control,Science,Food Science and Technology,0.7027832269668579,66,0.73583984375,0.669921875,6,5,3249,45.75,427
CE4283A,BIM Technologies,College of Design and Engineering,Civil and Environmental Engineering,0.7027343511581421,67,0.7080078125,0.7001953125,3,8,1885,26.55,1056
IS4108,AI Solutioning Capstone Project,Computing,Information Systems and Analytics,0.7022949457168579,68,0.7255859375,0.68994140625,2,9,3399,47.87,378
YSC2257,AI Projects and Case Studies,Yale-NUS College,Yale-NUS College,0.70166015625,69,0.71923828125,0.68896484375,3,8,2147,30.24,912
PF2505,M&E Systems,College of Design and Engineering,Built Environment,0.701611340045929,70,0.71826171875,0.69287109375,4,7,1521,21.42,1299
FIN4761C,SIF: Applied Portfolio Management Techniques,NUS Business School,Finance,0.7015136480331421,71,0.7275390625,0.6904296875,2,9,3637,51.22,309
CDE2300,Product Design and Innovation,College of Design and Engineering,CDE Dean's Office,0.7010742425918579,72,0.72412109375,0.68408203125,2,9,4155,58.51,199
ACC3703,Taxation,NUS Business School,Accounting,0.7007812261581421,73,0.71923828125,0.67626953125,2,9,4788,67.43,98
GESS1018,Real Estate Development & Investment Law,NUS Business School,Real Estate,0.7005370855331421,74,0.73779296875,0.68408203125,1,10,2070,29.15,957
GES1024,Real Estate Development & Investment Law,NUS Business School,Real Estate,0.7005370855331421,74,0.73779296875,0.68408203125,1,10,2070,29.15,957
CE3165,Concrete Design for Urban Infrastructure,College of Design and Engineering,Civil and Environmental Engineering,0.700439453125,75,0.7216796875,0.68896484375,2,9,1857,26.15,1074
CN4111E,Process Design & Safety,Cont and Lifelong Education,SCALE Dean's Office,0.7003418207168579,76,0.71484375,0.68408203125,2,9,1770,24.93,1129
MKT3724,Sustainability Marketing,NUS Business School,Marketing,0.7002929449081421,77,0.73828125,0.68994140625,4,7,3565,50.2,327
YSC3232,Software Engineering,Yale-NUS College,Yale-NUS College,0.7001953125,78,0.7294921875,0.68359375,2,9,1770,24.93,1129
NST2034,AI Projects and Case Studies,NUS College,NUS College Dean's Office,0.699951171875,79,0.71728515625,0.685546875,3,8,2302,32.42,837
EE3408C,Integrated Analog Design,College of Design and Engineering,Electrical and Computer Engineering,0.6998046636581421,80,0.732421875,0.66162109375,3,8,482,6.79,2175
TEE3408,Integrated Analog Design,Cont and Lifelong Education,SCALE Dean's Office,0.6998046636581421,80,0.732421875,0.66162109375,3,8,482,6.79,2175
LL4055,Securities Regulation,Law,FoL Dean's Office,0.699755847454071,81,0.71240234375,0.68603515625,3,8,5122,72.13,61
RE1705,Real Estate Finance and Accounting,NUS Business School,Real Estate,0.6995605230331421,82,0.72900390625,0.67919921875,5,6,2808,39.54,602
ID3132,Digital Creation and Production,College of Design and Engineering,Industrial Design,0.699462890625,83,0.72314453125,0.6845703125,5,6,2165,30.49,900
IE3102A,Systems Engineering Project,College of Design and Engineering,Industrial Systems Engineering and Management,0.699267566204071,84,0.7353515625,0.6796875,3,8,2858,40.25,581
MNO2706,Business Communication for Leaders (ACC),NUS Business School,Management and Organisation,0.69921875,85,0.701171875,0.697265625,1,10,4967,69.95,75
MLE3101A,Materials Characterization,College of Design and Engineering,Materials Science and Engineering,0.6990722417831421,86,0.7509765625,0.67919921875,4,7,2325,32.74,825
IE3102,Systems Engineering Project,College of Design and Engineering,Industrial Systems Engineering and Management,0.6983886957168579,87,0.73486328125,0.677734375,3,8,2932,41.29,549
FST4288,Honours Project in Food Science and Technology,Science,Food Science and Technology,0.6983886957168579,87,0.7646484375,0.64111328125,3,8,3386,47.68,383
DOS3713,Project Management,NUS Business School,Analytics and Operations,0.6981445550918579,88,0.7314453125,0.67822265625,5,6,3233,45.53,430
MKT3420B,Promotional Management,NUS Business School,Marketing,0.6980956792831421,89,0.72509765625,0.6875,6,5,4393,61.86,157
CS3217,Software Engineering on Modern Application Platforms,Computing,Computer Science,0.6976562738418579,90,0.73193359375,0.6826171875,1,10,2377,33.47,796
CE4103R,Design Project,College of Design and Engineering,Civil and Environmental Engineering,0.6976562738418579,90,0.72900390625,0.68994140625,3,8,3274,46.11,420
SW3221,Protection of Vulnerable Clients,Arts and Social Science,Social Work,0.6971679925918579,91,0.7216796875,0.689453125,1,10,4874,68.64,84
LAD3003,Professional Practice,College of Design and Engineering,Architecture,0.6971679925918579,91,0.81298828125,0.67626953125,7,4,4535,63.86,126
ID2113,Visual Communication Design,College of Design and Engineering,Industrial Design,0.697021484375,92,0.7197265625,0.67431640625,5,6,1521,21.42,1299
BSN3717,Family Business,NUS Business School,Strategy and Policy,0.697021484375,92,0.7099609375,0.6875,6,5,6070,85.48,11
IS3150,Digital Media Marketing,Computing,Information Systems and Analytics,0.6968749761581421,93,0.71240234375,0.685546875,4,7,3258,45.88,424
FIN2704,Finance,NUS Business School,Finance,0.696826159954071,94,0.7138671875,0.68310546875,4,7,1863,26.24,1070
FIN2704X,Finance,NUS Business School,Finance,0.696826159954071,94,0.7138671875,0.68310546875,4,7,1863,26.24,1070
CE3204,Data Management for Civil Engineers,College of Design and Engineering,Civil and Environmental Engineering,0.69677734375,95,0.71826171875,0.6806640625,3,8,2443,34.4,764
TCE4103,Design Project,Cont and Lifelong Education,SCALE Dean's Office,0.6966797113418579,96,0.70703125,0.68701171875,2,9,2332,32.84,821
TR4001,Global Entrepreneurial Leadership,Non-Faculty-based Departments,NUS Enterprise Academy,0.696533203125,97,0.69921875,0.69384765625,1,10,4517,63.61,134
ETP3224,Global Entrepreneurial Leadership,Non-Faculty-based Departments,NUS Enterprise Academy,0.696533203125,97,0.69921875,0.69384765625,1,10,4517,63.61,134
ME2102,Engineering Innovation and Modelling,College of Design and Engineering,Mechanical Engineering,0.696337878704071,98,0.70703125,0.685546875,2,9,2330,32.81,822
TCN4231,Downstream Processing of Biochemical and Pharmaceutical Products,Cont and Lifelong Education,SCALE Dean's Office,0.696337878704071,98,0.744140625,0.68359375,4,7,2514,35.4,727
CN4231E,Downstream Processing of Biochemical and Pharmaceutical Products,Cont and Lifelong Education,SCALE Dean's Office,0.696337878704071,98,0.744140625,0.68359375,4,7,2514,35.4,727
RE1703,Principles of Law for Real Estate,NUS Business School,Real Estate,0.696093738079071,99,0.71826171875,0.681640625,1,10,1821,25.64,1093
LAC3201,Chinese 3,Arts and Social Science,Centre for Language Studies,0.696044921875,100,0.72509765625,0.6748046875,3,8,2121,29.87,925
ME4101B,Mechanical Systems Design,College of Design and Engineering,Mechanical Engineering,0.6959472894668579,101,0.7275390625,0.68310546875,2,9,2952,41.57,540
CS2103DE,Software Engineering,College of Design and Engineering,Electrical and Computer Engineering,0.6959472894668579,101,0.7158203125,0.67822265625,3,8,1779,25.05,1123
CS2103T,Software Engineering,Computing,Computer Science,0.6959472894668579,101,0.7158203125,0.67822265625,3,8,1779,25.05,1123
CS2103,Software Engineering,Computing,Computer Science,0.6959472894668579,101,0.7158203125,0.67822265625,3,8,1779,25.05,1123
CN4233E,Good Manufacturing Practices in Pharmaceutical Industry,Cont and Lifelong Education,SCALE Dean's Office,0.6956542730331421,102,0.73046875,0.673828125,4,7,1625,22.88,1223
TME3101,Mechanical Systems Design,Cont and Lifelong Education,SCALE Dean's Office,0.695556640625,103,0.72412109375,0.68212890625,1,10,2399,33.78,785
MKT3718,Advertising & Promotion Management,NUS Business School,Marketing,0.6954590082168579,104,0.71630859375,0.68505859375,6,5,4526,63.74,130
MKT3420,Advertising & Promotion Management,NUS Business School,Marketing,0.6954590082168579,104,0.71630859375,0.68505859375,6,5,4526,63.74,130
ACC4761H,Sem. in Acctg: Accounting & Business Analysis for Banks,NUS Business School,Accounting,0.6954101324081421,105,0.70068359375,0.6884765625,2,9,4301,60.57,172
ACC4612K,Sem. in Acctg: Accounting & Business Analysis for Banks,NUS Business School,Accounting,0.6954101324081421,105,0.70068359375,0.6884765625,2,9,4301,60.57,172
DOS3703,Service Operations Management,NUS Business School,Analytics and Operations,0.6953125,106,0.7294921875,0.68310546875,4,7,4334,61.03,167
DSC3203,Service Operations Management,NUS Business School,Analytics and Operations,0.6953125,106,0.7294921875,0.68310546875,4,7,4334,61.03,167
EE3032,Innovation & Enterprise II,College of Design and Engineering,Electrical and Computer Engineering,0.695117175579071,107,0.70849609375,0.6796875,2,9,1785,25.14,1118
CN2108,Chemical Engineering Process Laboratory I,College of Design and Engineering,Chemical and Biomolecular Engineering,0.695068359375,108,0.71728515625,0.68359375,2,9,1254,17.66,1490
NM3219,Writing for Communication Management,Arts and Social Science,Communications and New Media,0.695019543170929,109,0.70361328125,0.6865234375,1,10,5130,72.24,59
ME4101A,Bachelor Of Engineering Dissertation,College of Design and Engineering,Mechanical Engineering,0.69482421875,110,0.7099609375,0.68701171875,1,10,2774,39.06,612
ACC2712,Financial Accounting,NUS Business School,Accounting,0.6947265863418579,111,0.720703125,0.68115234375,5,6,3556,50.08,331
TIE4240,Project Management,Cont and Lifelong Education,SCALE Dean's Office,0.6946777105331421,112,0.73876953125,0.66015625,4,7,1299,18.29,1456
CN4240R,Unit Operations and Processes for Effluent Treatment,College of Design and Engineering,Chemical and Biomolecular Engineering,0.6946777105331421,112,0.71630859375,0.67822265625,3,8,1669,23.5,1197
TCN4233,Good Manufacturing Practices in Pharmaceutical Industry,Cont and Lifelong Education,SCALE Dean's Office,0.6944335699081421,113,0.7314453125,0.67138671875,4,7,1559,21.95,1272
CS4262,Machine Learning Systems,Computing,Computer Science,0.694384753704071,114,0.7529296875,0.67333984375,4,7,887,12.49,1795
CN4240E,Unit Operations and Processes for Effluent Treatment,Cont and Lifelong Education,SCALE Dean's Office,0.694091796875,115,0.7158203125,0.67822265625,3,8,1603,22.57,1239
TCN4240,Unit Operations and Processes for Effluent Treatment,Cont and Lifelong Education,SCALE Dean's Office,0.694091796875,115,0.7158203125,0.67822265625,3,8,1603,22.57,1239
NM3232,Strategic Communication,Arts and Social Science,Communications and New Media,0.694042980670929,116,0.72607421875,0.685546875,3,8,4225,59.5,187
MKT4720,Product Experience Management,NUS Business School,Marketing,0.6939941644668579,117,0.7138671875,0.685546875,4,7,3548,49.96,334
CN4251,Troubleshooting with Case Studies for Process Engineers,College of Design and Engineering,Chemical and Biomolecular Engineering,0.693896472454071,118,0.72314453125,0.67333984375,1,10,2079,29.28,950
MKT3415,Digital Marketing,NUS Business School,Marketing,0.69384765625,119,0.7373046875,0.68017578125,2,9,4266,60.08,181
MKT3714A,Digital Marketing,NUS Business School,Marketing,0.69384765625,119,0.7373046875,0.68017578125,2,9,4266,60.08,181
MKT3714,Digital Marketing,NUS Business School,Marketing,0.69384765625,119,0.7373046875,0.68017578125,2,9,4266,60.08,181
MKT3714B,Digital Marketing,NUS Business School,Marketing,0.69384765625,119,0.7373046875,0.68017578125,2,9,4266,60.08,181
LAC2201,Chinese 2,Arts and Social Science,Centre for Language Studies,0.6937500238418579,120,0.7021484375,0.68017578125,3,8,1627,22.91,1222
ME2101E,Fundamentals of Mechanical Design,Cont and Lifelong Education,SCALE Dean's Office,0.6937500238418579,120,0.71240234375,0.67919921875,1,10,1740,24.5,1147
CN3102,Chemical Engineering Process Lab II,College of Design and Engineering,Chemical and Biomolecular Engineering,0.6937011480331421,121,0.716796875,0.68310546875,3,8,2596,36.56,691
ID3128,Electronic Media and Production for Design,College of Design and Engineering,Industrial Design,0.6935058832168579,122,0.72265625,0.67529296875,7,4,1779,25.05,1123
ME2101,Fundamentals Of Mechanical Design,College of Design and Engineering,Mechanical Engineering,0.693164050579071,123,0.7138671875,0.67919921875,1,10,1719,24.21,1164
AR3722,Sustainable Environmental System,College of Design and Engineering,Architecture,0.693115234375,124,0.72021484375,0.65966796875,3,8,2311,32.54,832
LL4094AV,The Corporate Law Clinic,Law,FoL Dean's Office,0.693066418170929,125,0.69775390625,0.6875,1,10,4644,65.4,112
MKT3761D,TIM: Sustainability Marketing,NUS Business School,Marketing,0.6930176019668579,126,0.73388671875,0.6787109375,3,8,3959,55.75,231
MLE4101B,B.Eng. Dissertation,College of Design and Engineering,Materials Science and Engineering,0.6929687261581421,127,0.76953125,0.65625,3,8,1495,21.05,1317
MLE4101,B.Eng. Dissertation,College of Design and Engineering,Materials Science and Engineering,0.6929687261581421,127,0.76953125,0.65625,3,8,1495,21.05,1317
TEE3031,Innovation & Enterprise I,Cont and Lifelong Education,SCALE Dean's Office,0.6927734613418579,128,0.69921875,0.6845703125,4,7,3380,47.6,384
IE4240,Project Management,College of Design and Engineering,Industrial Systems Engineering and Management,0.6927734613418579,128,0.73583984375,0.65380859375,4,7,1217,17.14,1519
RE4801,Real Estate Internship Programme,NUS Business School,Real Estate,0.6927245855331421,129,0.72607421875,0.68017578125,7,4,6343,89.33,5
TIE2130,Quality Engineering I,Cont and Lifelong Education,SCALE Dean's Office,0.692626953125,130,0.7001953125,0.67919921875,1,10,1546,21.77,1282
IE2130E,Quality Engineering I,Cont and Lifelong Education,SCALE Dean's Office,0.692626953125,130,0.7001953125,0.67919921875,1,10,1546,21.77,1282
IE4280,Generative AI and FinTech Technologies,College of Design and Engineering,Industrial Systems Engineering and Management,0.69189453125,131,0.71533203125,0.67529296875,1,10,1600,22.53,1241
GEN2062X,Community Activities for Seniors with SG Cares,NUS,Office of the Provost,0.691601574420929,132,0.740234375,0.67431640625,7,4,2967,41.78,530
